step,run_id,timestamp,name,num_citizens,num_corporate_media,num_influencers,num_government,network_type,steps,simulationName,truth_seeking_mean,truth_seeking_std,confirmation_bias_min,confirmation_bias_max,critical_thinking_min,critical_thinking_max,social_conformity_min,social_conformity_max,initial_trust_in_corporate,initial_trust_in_influencers,initial_trust_in_government,corporate_bias_min,corporate_bias_max,truth_commitment_corporate,corporate_publication_rate,corporate_influence_reach,influencer_bias_min,influencer_bias_max,truth_commitment_influencer,influencer_publication_rate,influencer_influence_reach,government_bias,truth_commitment_government,government_publication_rate,government_influence_reach,small_world_k,small_world_p,scale_free_m,random_p,avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.228740249843346,3.591623992833547,0.4674003364945393,0.5733515394965002,0.7895319460011959,1.571834838901926
11,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.208384326417201,3.591623992833547,0.4671577586667939,0.5733515394965002,0.7991545354040585,1.571834838901926
12,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.208384326417201,3.591623992833547,0.4673212185505126,0.5733515394965002,0.7991545354040585,1.571834838901926
13,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1908356265240165,3.591623992833547,0.46737536672645924,0.5733515394965002,0.8018586135573327,1.571834838901926
14,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1908356265240165,3.591623992833547,0.4675190896265377,0.5733515394965002,0.8018586135573327,1.571834838901926
15,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1908356265240165,3.563238162339417,0.4670912110986857,0.5733515394965002,0.8018586135573327,1.5716487755903796
16,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1908356265240165,3.563238162339417,0.4672491174912034,0.5733515394965002,0.8018586135573327,1.5716487755903796
17,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.174665138271169,3.563238162339417,0.4671546826766352,0.5733515394965002,0.8015764319087124,1.5716487755903796
18,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.46709450715035666,0.5733515394965002,0.8010259549243475,1.5716487755903796
19,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.46723231075655297,0.5733515394965002,0.8010259549243475,1.5716487755903796
20,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.46736100826951643,0.5733515394965002,0.8010259549243475,1.5716487755903796
21,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4674813857160743,0.5733515394965002,0.8010259549243475,1.5716487755903796
22,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.46759416376972246,0.5733515394965002,0.8010259549243475,1.5716487755903796
23,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4677000016744926,0.5733515394965002,0.8010259549243475,1.5716487755903796
24,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4677995013418183,0.5733515394965002,0.8010259549243475,1.5716487755903796
25,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4678932114759833,0.5733515394965002,0.8010259549243475,1.5716487755903796
26,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4679816316271664,0.5733515394965002,0.8010259549243475,1.5716487755903796
27,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4680652161035786,0.5733515394965002,0.8010259549243475,1.5716487755903796
28,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.46814437769831213,0.5733515394965002,0.8010259549243475,1.5716487755903796
29,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4682194912042844,0.5733515394965002,0.8010259549243475,1.5716487755903796
30,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4682908967035883,0.5733515394965002,0.8010259549243475,1.5716487755903796
31,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.46835890262684166,0.5733515394965002,0.8010259549243475,1.5716487755903796
32,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4684237885846529,0.5733515394965002,0.8010259549243475,1.5716487755903796
33,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4684858079778059,0.5733515394965002,0.8010259549243475,1.5716487755903796
34,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.46854519039570397,0.5733515394965002,0.8010259549243475,1.5716487755903796
35,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.563238162339417,0.4686021438144464,0.5733515394965002,0.8010259549243475,1.5716487755903796
36,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.4681062603596207,0.5733515394965002,0.8010259549243475,1.5602085731135906
37,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.46821549557051406,0.5733515394965002,0.8010259549243475,1.5602085731135906
38,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.46831407146314175,0.5733515394965002,0.8010259549243475,1.5602085731135906
39,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.4684035634044641,0.5733515394965002,0.8010259549243475,1.5602085731135906
40,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.46848528824809904,0.5733515394965002,0.8010259549243475,1.5602085731135906
41,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.4685603487423755,0.5733515394965002,0.8010259549243475,1.5602085731135906
42,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.4686296700714342,0.5733515394965002,0.8010259549243475,1.5602085731135906
43,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.46869402995395776,0.5733515394965002,0.8010259549243475,1.5602085731135906
44,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.4687540834620025,0.5733515394965002,0.8010259549243475,1.5602085731135906
45,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.468810383509111,0.5733515394965002,0.8010259549243475,1.5602085731135906
46,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.158332144841225,3.538975432356046,0.46886339778321356,0.5733515394965002,0.8010259549243475,1.5602085731135906
47,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4684965151318307,0.5733515394965002,0.8067178810145621,1.5602085731135906
48,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4685008297782668,0.5733515394965002,0.8067178810145621,1.5602085731135906
49,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4685071064882395,0.5733515394965002,0.8067178810145621,1.5602085731135906
50,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4685151465782634,0.5733515394965002,0.8067178810145621,1.5602085731135906
51,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.46852476257204984,0.5733515394965002,0.8067178810145621,1.5602085731135906
52,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4685357793136236,0.5733515394965002,0.8067178810145621,1.5602085731135906
53,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.46854803445077237,0.5733515394965002,0.8067178810145621,1.5602085731135906
54,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4685613784653559,0.5733515394965002,0.8067178810145621,1.5602085731135906
55,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4685756743855164,0.5733515394965002,0.8067178810145621,1.5602085731135906
56,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4685907972823561,0.5733515394965002,0.8067178810145621,1.5602085731135906
57,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.46860663362829036,0.5733515394965002,0.8067178810145621,1.5602085731135906
58,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.46862308057457774,0.5733515394965002,0.8067178810145621,1.5602085731135906
59,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4686400451902657,0.5733515394965002,0.8067178810145621,1.5602085731135906
60,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4686574436930493,0.5733515394965002,0.8067178810145621,1.5602085731135906
61,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.46867520069354013,0.5733515394965002,0.8067178810145621,1.5602085731135906
62,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4686932484676192,0.5733515394965002,0.8067178810145621,1.5602085731135906
63,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4687115262663834,0.5733515394965002,0.8067178810145621,1.5602085731135906
64,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.46872997966937846,0.5733515394965002,0.8067178810145621,1.5602085731135906
65,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.46874855998396375,0.5733515394965002,0.8067178810145621,1.5602085731135906
66,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4687672236916326,0.5733515394965002,0.8067178810145621,1.5602085731135906
67,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.46878593194065377,0.5733515394965002,0.8067178810145621,1.5602085731135906
68,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4688046500834156,0.5733515394965002,0.8067178810145621,1.5602085731135906
69,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4688233472562082,0.5733515394965002,0.8067178810145621,1.5602085731135906
70,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4688419959987861,0.5733515394965002,0.8067178810145621,1.5602085731135906
71,run_1745356709,2025-04-22 17:18:29,low-cred-3,100,3,5,1,small_world,75,low-cred-3,0,2.5,3,8,3,8,3,8,5,5,5,-3,3,3,1,0.7,-4,4,2,1,0.5,1,3,1,0.6,4,0.1,3,0.1,4.269735132773678,4.1384386527502155,3.538975432356046,0.4688605719108512,0.5733515394965002,0.8067178810145621,1.5602085731135906
