step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="low-trust-low-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="1",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.613183425479024,0.67,4.074680511624341,0.4404274711190013,0.45743930535837957,0.2211,0.48700408455156113
11,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.613183425479024,0.67,4.074680511624341,0.44000356778417277,0.45743930535837957,0.2211,0.48700408455156113
12,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.613183425479024,0.67,4.074680511624341,0.4395972906147774,0.45743930535837957,0.2211,0.48700408455156113
13,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.613183425479024,0.67,4.074680511624341,0.4392086956318235,0.45743930535837957,0.2211,0.48700408455156113
14,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.613183425479024,0.67,4.074680511624341,0.4388375525729581,0.45743930535837957,0.2211,0.48700408455156113
15,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.613183425479024,0.67,4.074680511624341,0.43848342525693823,0.45743930535837957,0.2211,0.48700408455156113
16,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.613183425479024,0.67,4.074680511624341,0.43814573408129304,0.45743930535837957,0.2211,0.48700408455156113
17,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.613183425479024,0.67,4.074680511624341,0.4378238043264016,0.45743930535837957,0.2211,0.48700408455156113
18,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.67,4.074680511624341,0.4381421524812297,0.46006053777351696,0.2211,0.48700408455156113
19,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.67,4.074680511624341,0.4378209295884213,0.46006053777351696,0.2211,0.48700408455156113
20,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.67,4.074680511624341,0.4375171863189604,0.46006053777351696,0.2211,0.48700408455156113
21,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.67,4.074680511624341,0.43722960984729553,0.46006053777351696,0.2211,0.48700408455156113
22,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.43516391747319483,0.46006053777351696,0.2304,0.48700408455156113
23,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.43494127685930517,0.46006053777351696,0.2304,0.48700408455156113
24,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.4347287745723868,0.46006053777351696,0.2304,0.48700408455156113
25,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.43452573165308217,0.46006053777351696,0.2304,0.48700408455156113
26,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.43433151085871585,0.46006053777351696,0.2304,0.48700408455156113
27,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.4341455170137925,0.46006053777351696,0.2304,0.48700408455156113
28,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.43396719644810267,0.46006053777351696,0.2304,0.48700408455156113
29,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.43379603578470943,0.46006053777351696,0.2304,0.48700408455156113
30,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.4336315602805601,0.46006053777351696,0.2304,0.48700408455156113
31,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.43347333187536463,0.46006053777351696,0.2304,0.48700408455156113
32,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.4333209470672273,0.46006053777351696,0.2304,0.48700408455156113
33,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.074680511624341,0.4331740347042647,0.46006053777351696,0.2304,0.48700408455156113
34,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.4326635833497209,0.46006053777351696,0.2304,0.4816612830201265
35,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.43256752631581497,0.46006053777351696,0.2304,0.4816612830201265
36,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.43246911123894916,0.46006053777351696,0.2304,0.4816612830201265
37,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.4323692584529827,0.46006053777351696,0.2304,0.4816612830201265
38,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.4322687062853625,0.46006053777351696,0.2304,0.4816612830201265
39,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.4321680443044824,0.46006053777351696,0.2304,0.4816612830201265
40,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.4320677406549131,0.46006053777351696,0.2304,0.4816612830201265
41,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.4319681645176006,0.46006053777351696,0.2304,0.4816612830201265
42,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.4318696045515448,0.46006053777351696,0.2304,0.4816612830201265
43,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.64,4.059555235331774,0.43177228402420503,0.46006053777351696,0.2304,0.4816612830201265
44,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.43102343001377114,0.46006053777351696,0.23309999999999995,0.4816612830201265
45,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.43092955849721265,0.46006053777351696,0.23309999999999995,0.4816612830201265
46,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.430837768381074,0.46006053777351696,0.23309999999999995,0.4816612830201265
47,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4307479968674307,0.46006053777351696,0.23309999999999995,0.4816612830201265
48,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4306601855002533,0.46006053777351696,0.23309999999999995,0.4816612830201265
49,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.43057427983627844,0.46006053777351696,0.23309999999999995,0.4816612830201265
50,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4304902291065105,0.46006053777351696,0.23309999999999995,0.4816612830201265
51,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4304079858803411,0.46006053777351696,0.23309999999999995,0.4816612830201265
52,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.43032750574079676,0.46006053777351696,0.23309999999999995,0.4816612830201265
53,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4302487469767076,0.46006053777351696,0.23309999999999995,0.4816612830201265
54,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4301716702954698,0.46006053777351696,0.23309999999999995,0.4816612830201265
55,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.43009623855847406,0.46006053777351696,0.23309999999999995,0.4816612830201265
56,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.43002241654004814,0.46006053777351696,0.23309999999999995,0.4816612830201265
57,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4299501707098855,0.46006053777351696,0.23309999999999995,0.4816612830201265
58,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.42987946903828567,0.46006053777351696,0.23309999999999995,0.4816612830201265
59,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.42981028082310624,0.46006053777351696,0.23309999999999995,0.4816612830201265
60,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4297425765370385,0.46006053777351696,0.23309999999999995,0.4816612830201265
61,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4296763276936587,0.46006053777351696,0.23309999999999995,0.4816612830201265
62,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.42961150673063137,0.46006053777351696,0.23309999999999995,0.4816612830201265
63,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.42954808690843216,0.46006053777351696,0.23309999999999995,0.4816612830201265
64,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.42948604222299475,0.46006053777351696,0.23309999999999995,0.4816612830201265
65,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4294253473307576,0.46006053777351696,0.23309999999999995,0.4816612830201265
66,run_1746380198,2025-05-04 13:36:38,low-trust-low-accuracy-s3,"100","3","5","1","small_world","75","low-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.63990806840249,0.63,4.059555235331774,0.4293659774846752,0.46006053777351696,0.23309999999999995,0.4816612830201265
