step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-high-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.1495132958208405,0.4510749742928047,0.00017206910717547475,0.835784774704011,0.48158712611912813
11,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.1495132958208405,0.451197115881067,0.00017206910717547475,0.835784774704011,0.48158712611912813
12,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.1495132958208405,0.45135312073587003,0.00017206910717547475,0.835784774704011,0.48158712611912813
13,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.1495132958208405,0.4515348241100632,0.00017206910717547475,0.835784774704011,0.48158712611912813
14,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.138021845357508,0.4511857203103124,0.00017206910717547475,0.835784774704011,0.4751137643989041
15,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.138021845357508,0.45139166533906555,0.00017206910717547475,0.835784774704011,0.4751137643989041
16,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.126215800215218,0.4510686546089729,0.00017206910717547475,0.835784774704011,0.46855954587642684
17,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.126215800215218,0.45128994226429825,0.00017206910717547475,0.835784774704011,0.46855954587642684
18,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.126215800215218,0.45151302566587526,0.00017206910717547475,0.835784774704011,0.46855954587642684
19,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.126215800215218,0.4517362373149695,0.00017206910717547475,0.835784774704011,0.46855954587642684
20,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.126215800215218,0.45195825700439146,0.00017206910717547475,0.835784774704011,0.46855954587642684
21,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.126215800215218,0.452178048599541,0.00017206910717547475,0.835784774704011,0.46855954587642684
22,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.4519146026398447,0.00017206910717547475,0.835784774704011,0.46394411225222787
23,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.45214215962805226,0.00017206910717547475,0.835784774704011,0.46394411225222787
24,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.4523634312204884,0.00017206910717547475,0.835784774704011,0.46394411225222787
25,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.4525784149156404,0.00017206910717547475,0.835784774704011,0.46394411225222787
26,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.4527871578547862,0.00017206910717547475,0.835784774704011,0.46394411225222787
27,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.45298974549780224,0.00017206910717547475,0.835784774704011,0.46394411225222787
28,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.45318629245530123,0.00017206910717547475,0.835784774704011,0.46394411225222787
29,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.45337693507957233,0.00017206910717547475,0.835784774704011,0.46394411225222787
30,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.45356182549054597,0.00017206910717547475,0.835784774704011,0.46394411225222787
31,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.45374112677282924,0.00017206910717547475,0.835784774704011,0.46394411225222787
32,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.111796884566897,0.4539150091284334,0.00017206910717547475,0.835784774704011,0.46394411225222787
33,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45377830653817597,0.00017206910717547475,0.835784774704011,0.4618586275833409
34,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4539414933900596,0.00017206910717547475,0.835784774704011,0.4618586275833409
35,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4541003393405709,0.00017206910717547475,0.835784774704011,0.4618586275833409
36,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45425490715974753,0.00017206910717547475,0.835784774704011,0.4618586275833409
37,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45440527488113963,0.00017206910717547475,0.835784774704011,0.4618586275833409
38,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45455153231554535,0.00017206910717547475,0.835784774704011,0.4618586275833409
39,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4546937781065153,0.00017206910717547475,0.835784774704011,0.4618586275833409
40,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45483211725978573,0.00017206910717547475,0.835784774704011,0.4618586275833409
41,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45496665908467826,0.00017206910717547475,0.835784774704011,0.4618586275833409
42,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45509751549151495,0.00017206910717547475,0.835784774704011,0.4618586275833409
43,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45522479959503265,0.00017206910717547475,0.835784774704011,0.4618586275833409
44,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4553486245794431,0.00017206910717547475,0.835784774704011,0.4618586275833409
45,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4554691027860905,0.00017206910717547475,0.835784774704011,0.4618586275833409
46,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4555863449895483,0.00017206910717547475,0.835784774704011,0.4618586275833409
47,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.455700459832433,0.00017206910717547475,0.835784774704011,0.4618586275833409
48,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4558115533932133,0.00017206910717547475,0.835784774704011,0.4618586275833409
49,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4559197288648569,0.00017206910717547475,0.835784774704011,0.4618586275833409
50,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4560250863253129,0.00017206910717547475,0.835784774704011,0.4618586275833409
51,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45612772258359663,0.00017206910717547475,0.835784774704011,0.4618586275833409
52,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4562277310876797,0.00017206910717547475,0.835784774704011,0.4618586275833409
53,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4563252018824896,0.00017206910717547475,0.835784774704011,0.4618586275833409
54,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45642022160815643,0.00017206910717547475,0.835784774704011,0.4618586275833409
55,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45651287353021963,0.00017206910717547475,0.835784774704011,0.4618586275833409
56,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4566032375948609,0.00017206910717547475,0.835784774704011,0.4618586275833409
57,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45669139050338825,0.00017206910717547475,0.835784774704011,0.4618586275833409
58,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45677740580118503,0.00017206910717547475,0.835784774704011,0.4618586275833409
59,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4568613539771779,0.00017206910717547475,0.835784774704011,0.4618586275833409
60,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45694330257058624,0.00017206910717547475,0.835784774704011,0.4618586275833409
61,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45702331628231996,0.00017206910717547475,0.835784774704011,0.4618586275833409
62,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4571014570888945,0.00017206910717547475,0.835784774704011,0.4618586275833409
63,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.4571777843571565,0.00017206910717547475,0.835784774704011,0.4618586275833409
64,run_1746380714,2025-05-04 13:45:14,med-trust-high-accuracy-s2,"100","3","5","1","small_world","75","med-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.012927372772227,5.861626242007494,4.095116259745635,0.45725235495846667,0.00017206910717547475,0.835784774704011,0.4618586275833409
