step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="low-trust-med-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="1",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="5",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.0971104570979573,4.237149344982539,0.49418783129364874,0.2949909120311742,0.020641455409877895,0.4589256339255712
11,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.0971104570979573,4.237149344982539,0.49467326145780854,0.2949909120311742,0.020641455409877895,0.4589256339255712
12,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.0971104570979573,4.237149344982539,0.4951404121869746,0.2949909120311742,0.020641455409877895,0.4589256339255712
13,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.0999318729377887,4.2096950593846465,0.4946369866883139,0.2949909120311742,0.020881555792922946,0.45439136847031814
14,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.0999318729377887,4.2096950593846465,0.495060798843256,0.2949909120311742,0.020881555792922946,0.45439136847031814
15,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.0999318729377887,4.2096950593846465,0.4954665264917123,0.2949909120311742,0.020881555792922946,0.45439136847031814
16,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.49610962370560363,0.2949909120311742,0.021360778492865096,0.45439136847031814
17,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.49648559931286323,0.2949909120311742,0.021360778492865096,0.45439136847031814
18,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.4968444524595561,0.2949909120311742,0.021360778492865096,0.45439136847031814
19,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.4971868602157637,0.2949909120311742,0.021360778492865096,0.45439136847031814
20,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.49751351416115847,0.2949909120311742,0.021360778492865096,0.45439136847031814
21,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.49782510948443465,0.2949909120311742,0.021360778492865096,0.45439136847031814
22,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.49812233650586224,0.2949909120311742,0.021360778492865096,0.45439136847031814
23,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.498405874186003,0.2949909120311742,0.021360778492865096,0.45439136847031814
24,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.4986763852538485,0.2949909120311742,0.021360778492865096,0.45439136847031814
25,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1033619360494094,4.2096950593846465,0.49893451264782196,0.2949909120311742,0.021360778492865096,0.45439136847031814
26,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.49927092493474484,0.2949909120311742,0.021771133720721227,0.45439136847031814
27,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.4994971625113163,0.2949909120311742,0.021771133720721227,0.45439136847031814
28,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.49971405764947463,0.2949909120311742,0.021771133720721227,0.45439136847031814
29,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.49992197362806345,0.2949909120311742,0.021771133720721227,0.45439136847031814
30,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.5001212753437532,0.2949909120311742,0.021771133720721227,0.45439136847031814
31,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.5003123255814341,0.2949909120311742,0.021771133720721227,0.45439136847031814
32,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.500495482108919,0.2949909120311742,0.021771133720721227,0.45439136847031814
33,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.500671095447601,0.2949909120311742,0.021771133720721227,0.45439136847031814
34,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.5008395071954372,0.2949909120311742,0.021771133720721227,0.45439136847031814
35,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.5010010487994504,0.2949909120311742,0.021771133720721227,0.45439136847031814
36,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.5011560406924207,0.2949909120311742,0.021771133720721227,0.45439136847031814
37,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.2096950593846465,0.5013047917231289,0.2949909120311742,0.021771133720721227,0.45439136847031814
38,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5009532695542853,0.2949909120311742,0.021771133720721227,0.4530839466718989
39,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5011001435852387,0.2949909120311742,0.021771133720721227,0.4530839466718989
40,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5012392394867736,0.2949909120311742,0.021771133720721227,0.4530839466718989
41,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5013712296701619,0.2949909120311742,0.021771133720721227,0.4530839466718989
42,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5014967133713416,0.2949909120311742,0.021771133720721227,0.4530839466718989
43,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5016162253989684,0.2949909120311742,0.021771133720721227,0.4530839466718989
44,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5017302438255975,0.2949909120311742,0.021771133720721227,0.4530839466718989
45,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5018391967449964,0.2949909120311742,0.021771133720721227,0.4530839466718989
46,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5019434682053909,0.2949909120311742,0.021771133720721227,0.4530839466718989
47,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.502043403416431,0.2949909120311742,0.021771133720721227,0.4530839466718989
48,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.502139313316807,0.2949909120311742,0.021771133720721227,0.4530839466718989
49,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5022314785796267,0.2949909120311742,0.021771133720721227,0.4530839466718989
50,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5023201531238609,0.2949909120311742,0.021771133720721227,0.4530839466718989
51,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.502405567192248,0.2949909120311742,0.021771133720721227,0.4530839466718989
52,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5024879300489912,0.2949909120311742,0.021771133720721227,0.4530839466718989
53,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.502567432344266,0.2949909120311742,0.021771133720721227,0.4530839466718989
54,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5026442481869533,0.2949909120311742,0.021771133720721227,0.4530839466718989
55,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5027185369620166,0.2949909120311742,0.021771133720721227,0.4530839466718989
56,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5027904449245336,0.2949909120311742,0.021771133720721227,0.4530839466718989
57,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5028601065984654,0.2949909120311742,0.021771133720721227,0.4530839466718989
58,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5029276460047971,0.2949909120311742,0.021771133720721227,0.4530839466718989
59,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5029931777406287,0.2949909120311742,0.021771133720721227,0.4530839466718989
60,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5030568079280983,0.2949909120311742,0.021771133720721227,0.4530839466718989
61,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5031186350496644,0.2949909120311742,0.021771133720721227,0.4530839466718989
62,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5031787506841746,0.2949909120311742,0.021771133720721227,0.4530839466718989
63,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5032372401563381,0.2949909120311742,0.021771133720721227,0.4530839466718989
