step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="low-trust-med-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="1",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="5",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
64,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5032941831105977,0.2949909120311742,0.021771133720721227,0.4530839466718989
65,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5033496540190053,0.2949909120311742,0.021771133720721227,0.4530839466718989
66,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5034037226314636,0.2949909120311742,0.021771133720721227,0.4530839466718989
67,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5034564543756284,0.2949909120311742,0.021771133720721227,0.4530839466718989
68,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5035079107128165,0.2949909120311742,0.021771133720721227,0.4530839466718989
69,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5035581494554504,0.2949909120311742,0.021771133720721227,0.4530839466718989
70,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.503607225050846,0.2949909120311742,0.021771133720721227,0.4530839466718989
71,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5036551888355318,0.2949909120311742,0.021771133720721227,0.4530839466718989
72,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5037020892637376,0.2949909120311742,0.021771133720721227,0.4530839466718989
73,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.503747972113216,0.2949909120311742,0.021771133720721227,0.4530839466718989
74,run_1746380245,2025-05-04 13:37:25,low-trust-med-accuracy-s3,"100","3","5","1","small_world","75","low-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.4816446785534945,1.1066940221242703,4.194604434481031,0.5037928806711528,0.2949909120311742,0.021771133720721227,0.4530839466718989
