step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-low-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45754747571528936,0.0224102614059538,2.4063098621087597,0.015870681682375053
11,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.4576593494411931,0.0224102614059538,2.4063098621087597,0.015870681682375053
12,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45773166798447157,0.0224102614059538,2.4063098621087597,0.015870681682375053
13,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.4577704191593459,0.0224102614059538,2.4063098621087597,0.015870681682375053
14,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45778072625114313,0.0224102614059538,2.4063098621087597,0.015870681682375053
15,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45776697435981256,0.0224102614059538,2.4063098621087597,0.015870681682375053
16,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45773291785803333,0.0224102614059538,2.4063098621087597,0.015870681682375053
17,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.457681771860423,0.0224102614059538,2.4063098621087597,0.015870681682375053
18,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45761629014346306,0.0224102614059538,2.4063098621087597,0.015870681682375053
19,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45753883157319275,0.0224102614059538,2.4063098621087597,0.015870681682375053
20,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45745141677698503,0.0224102614059538,2.4063098621087597,0.015870681682375053
21,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.45735577652648035,0.0224102614059538,2.4063098621087597,0.015870681682375053
22,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.4572533930724447,0.0224102614059538,2.4063098621087597,0.015870681682375053
23,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.4571455354819218,0.0224102614059538,2.4063098621087597,0.015870681682375053
24,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.5906706158634725,4.866352176356065,0.457033289867634,0.0224102614059538,2.4063098621087597,0.015870681682375053
25,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.144054863878812,6.560296822182547,4.866352176356065,0.45611306815906033,0.0224102614059538,2.412030669138872,0.015870681682375053
26,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.4561284003157684,0.022465551970059443,2.412030669138872,0.015870681682375053
27,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.4559714020186607,0.022465551970059443,2.412030669138872,0.015870681682375053
28,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.4558188522793353,0.022465551970059443,2.412030669138872,0.015870681682375053
29,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.4556703834991485,0.022465551970059443,2.412030669138872,0.015870681682375053
30,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.4555256757515888,0.022465551970059443,2.412030669138872,0.015870681682375053
31,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.4553844504926801,0.022465551970059443,2.412030669138872,0.015870681682375053
32,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.4552464650250247,0.022465551970059443,2.412030669138872,0.015870681682375053
33,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.45511150764161096,0.022465551970059443,2.412030669138872,0.015870681682375053
34,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.560296822182547,4.866352176356065,0.45497939337914894,0.022465551970059443,2.412030669138872,0.015870681682375053
35,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4541923604338967,0.022465551970059443,2.422265827852608,0.015870681682375053
36,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4541357257534681,0.022465551970059443,2.422265827852608,0.015870681682375053
37,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45407113780271724,0.022465551970059443,2.422265827852608,0.015870681682375053
38,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45400009392184254,0.022465551970059443,2.422265827852608,0.015870681682375053
39,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4539238465185247,0.022465551970059443,2.422265827852608,0.015870681682375053
40,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4538434435103366,0.022465551970059443,2.422265827852608,0.015870681682375053
41,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45375976194929035,0.022465551970059443,2.422265827852608,0.015870681682375053
42,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4536735359996738,0.022465551970059443,2.422265827852608,0.015870681682375053
43,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4535853802359786,0.022465551970059443,2.422265827852608,0.015870681682375053
44,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4534958090594809,0.022465551970059443,2.422265827852608,0.015870681682375053
45,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4534052528934807,0.022465551970059443,2.422265827852608,0.015870681682375053
46,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4533140717030159,0.022465551970059443,2.422265827852608,0.015870681682375053
47,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45322256629072305,0.022465551970059443,2.422265827852608,0.015870681682375053
48,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4531309877428537,0.022465551970059443,2.422265827852608,0.015870681682375053
49,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.453039545335346,0.022465551970059443,2.422265827852608,0.015870681682375053
50,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45294841315691564,0.022465551970059443,2.422265827852608,0.015870681682375053
51,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4528577356623724,0.022465551970059443,2.422265827852608,0.015870681682375053
52,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45276763233319933,0.022465551970059443,2.422265827852608,0.015870681682375053
53,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45267820159250055,0.022465551970059443,2.422265827852608,0.015870681682375053
54,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4525895240966464,0.022465551970059443,2.422265827852608,0.015870681682375053
55,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45250166550541265,0.022465551970059443,2.422265827852608,0.015870681682375053
56,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4524146788154021,0.022465551970059443,2.422265827852608,0.015870681682375053
57,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45232860632741456,0.022465551970059443,2.422265827852608,0.015870681682375053
58,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4522434813067161,0.022465551970059443,2.422265827852608,0.015870681682375053
59,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45215932938542436,0.022465551970059443,2.422265827852608,0.015870681682375053
60,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45207616974813514,0.022465551970059443,2.422265827852608,0.015870681682375053
61,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45199401613518325,0.022465551970059443,2.422265827852608,0.015870681682375053
62,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.45191287769232347,0.022465551970059443,2.422265827852608,0.015870681682375053
63,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4518327596909533,0.022465551970059443,2.422265827852608,0.015870681682375053
64,run_1746380831,2025-05-04 13:47:11,high-trust-low-accuracy-s3,"100","3","5","1","small_world","75","high-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.147145752465713,6.528009832091096,4.866352176356065,0.4517536641390983,0.022465551970059443,2.422265827852608,0.015870681682375053
