step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="low-trust-low-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="1",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
11,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.5917058432671745,0.61,4.868420551735881,0.47514377224221327,0.36185426446086816,0.23790000000000003,0.03125901150621524
12,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.5917058432671745,0.61,4.865638293900565,0.4754372414424729,0.36185426446086816,0.23790000000000003,0.031293190511972185
13,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.5917058432671745,0.61,4.865638293900565,0.47592107930199484,0.36185426446086816,0.23790000000000003,0.031293190511972185
14,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.5917058432671745,0.61,4.865638293900565,0.4763887837515478,0.36185426446086816,0.23790000000000003,0.031293190511972185
15,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.862500278390435,0.4769254285195021,0.3606130795203715,0.23790000000000003,0.03142479926939681
16,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.862500278390435,0.4773429248761813,0.3606130795203715,0.23790000000000003,0.03142479926939681
17,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.862500278390435,0.47774634904329133,0.3606130795203715,0.23790000000000003,0.03142479926939681
18,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.859223576820013,0.4780982393625664,0.3606130795203715,0.23790000000000003,0.03158664870691461
19,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.859223576820013,0.47847304254745837,0.3606130795203715,0.23790000000000003,0.03158664870691461
20,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.8558912301876545,0.4785069335469301,0.3606130795203715,0.23790000000000003,0.03174776590125668
21,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.8558912301876545,0.4788757451049635,0.3606130795203715,0.23790000000000003,0.03174776590125668
22,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.4785473164935322,0.3606130795203715,0.23790000000000003,0.032457929897608095
23,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.4788687946429589,0.3606130795203715,0.23790000000000003,0.032457929897608095
24,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.47917500895461207,0.3606130795203715,0.23790000000000003,0.032457929897608095
25,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.4794669261937761,0.3606130795203715,0.23790000000000003,0.032457929897608095
26,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.47974540983868197,0.3606130795203715,0.23790000000000003,0.032457929897608095
27,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.48001123788095457,0.3606130795203715,0.23790000000000003,0.032457929897608095
28,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.48026511699484814,0.3606130795203715,0.23790000000000003,0.032457929897608095
29,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.4805076938297879,0.3606130795203715,0.23790000000000003,0.032457929897608095
30,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.4807395640259627,0.3606130795203715,0.23790000000000003,0.032457929897608095
31,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.84814079117247,0.4809612794292973,0.3606130795203715,0.23790000000000003,0.032457929897608095
32,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4805323005875406,0.3606130795203715,0.23790000000000003,0.0329823322465265
33,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.480718908293135,0.3606130795203715,0.23790000000000003,0.0329823322465265
34,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4808962888748104,0.3606130795203715,0.23790000000000003,0.0329823322465265
35,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4810651951501811,0.3606130795203715,0.23790000000000003,0.0329823322465265
36,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4812262738884906,0.3606130795203715,0.23790000000000003,0.0329823322465265
37,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4813800853741181,0.3606130795203715,0.23790000000000003,0.0329823322465265
38,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48152711912349444,0.3606130795203715,0.23790000000000003,0.0329823322465265
39,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48166780651588953,0.3606130795203715,0.23790000000000003,0.0329823322465265
40,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4818025309484992,0.3606130795203715,0.23790000000000003,0.0329823322465265
41,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4819316360058837,0.3606130795203715,0.23790000000000003,0.0329823322465265
42,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48205543203715984,0.3606130795203715,0.23790000000000003,0.0329823322465265
43,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48217420145675455,0.3606130795203715,0.23790000000000003,0.0329823322465265
44,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4822882030221967,0.3606130795203715,0.23790000000000003,0.0329823322465265
45,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48239767529236083,0.3606130795203715,0.23790000000000003,0.0329823322465265
46,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48250283942934713,0.3606130795203715,0.23790000000000003,0.0329823322465265
47,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48260390147486687,0.3606130795203715,0.23790000000000003,0.0329823322465265
48,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48270105420603426,0.3606130795203715,0.23790000000000003,0.0329823322465265
49,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48279447865460895,0.3606130795203715,0.23790000000000003,0.0329823322465265
50,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4828843453569771,0.3606130795203715,0.23790000000000003,0.0329823322465265
51,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48297081538870906,0.3606130795203715,0.23790000000000003,0.0329823322465265
52,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48305404122673024,0.3606130795203715,0.23790000000000003,0.0329823322465265
53,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4831341674734804,0.3606130795203715,0.23790000000000003,0.0329823322465265
54,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48321133147049083,0.3606130795203715,0.23790000000000003,0.0329823322465265
55,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4832856638232404,0.3606130795203715,0.23790000000000003,0.0329823322465265
56,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4833572888546966,0.3606130795203715,0.23790000000000003,0.0329823322465265
57,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48342632500138377,0.3606130795203715,0.23790000000000003,0.0329823322465265
58,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48349288516296995,0.3606130795203715,0.23790000000000003,0.0329823322465265
59,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4835570770140953,0.3606130795203715,0.23790000000000003,0.0329823322465265
60,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48361900328534885,0.3606130795203715,0.23790000000000003,0.0329823322465265
61,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4836787620188613,0.3606130795203715,0.23790000000000003,0.0329823322465265
62,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4837364468028389,0.3606130795203715,0.23790000000000003,0.0329823322465265
63,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.48379214698845224,0.3606130795203715,0.23790000000000003,0.0329823322465265
64,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4838459478917766,0.3606130795203715,0.23790000000000003,0.0329823322465265
65,run_1746380182,2025-05-04 13:36:22,low-trust-low-accuracy-s1,"100","3","5","1","small_world","75","low-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.602497774926933,0.61,4.840546514994136,0.4838979309829159,0.3606130795203715,0.23790000000000003,0.0329823322465265
