step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-low-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
27,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.8004876619444117,4.009447332062757,0.4466504920275351,0.0006170492269356825,2.5084572559441365,0.4678107475452898
28,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.8004876619444117,4.009447332062757,0.4466261606046284,0.0006170492269356825,2.5084572559441365,0.4678107475452898
29,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.8004876619444117,4.009447332062757,0.4466059816372489,0.0006170492269356825,2.5084572559441365,0.4678107475452898
30,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4460423242596462,0.0006170492269356825,2.56385663137584,0.4678107475452898
31,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44608722089097536,0.0006170492269356825,2.56385663137584,0.4678107475452898
32,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4461272867360222,0.0006170492269356825,2.56385663137584,0.4678107475452898
33,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4461635630595292,0.0006170492269356825,2.56385663137584,0.4678107475452898
34,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4461968892403504,0.0006170492269356825,2.56385663137584,0.4678107475452898
35,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4462279391623751,0.0006170492269356825,2.56385663137584,0.4678107475452898
36,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4462572512484758,0.0006170492269356825,2.56385663137584,0.4678107475452898
37,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4462852532379402,0.0006170492269356825,2.56385663137584,0.4678107475452898
38,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44631228261678907,0.0006170492269356825,2.56385663137584,0.4678107475452898
39,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4463386034528258,0.0006170492269356825,2.56385663137584,0.4678107475452898
40,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4463644202572361,0.0006170492269356825,2.56385663137584,0.4678107475452898
41,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44638988938720137,0.0006170492269356825,2.56385663137584,0.4678107475452898
42,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44641512841529246,0.0006170492269356825,2.56385663137584,0.4678107475452898
43,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4464402238180908,0.0006170492269356825,2.56385663137584,0.4678107475452898
44,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4464652372758548,0.0006170492269356825,2.56385663137584,0.4678107475452898
45,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4464902108248775,0.0006170492269356825,2.56385663137584,0.4678107475452898
46,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4465151710626566,0.0006170492269356825,2.56385663137584,0.4678107475452898
47,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44654013257161324,0.0006170492269356825,2.56385663137584,0.4678107475452898
48,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44656510069861066,0.0006170492269356825,2.56385663137584,0.4678107475452898
49,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4465900738039265,0.0006170492269356825,2.56385663137584,0.4678107475452898
50,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4466150450737691,0.0006170492269356825,2.56385663137584,0.4678107475452898
51,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4466400039742164,0.0006170492269356825,2.56385663137584,0.4678107475452898
52,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44666493741101104,0.0006170492269356825,2.56385663137584,0.4678107475452898
53,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4466898306485011,0.0006170492269356825,2.56385663137584,0.4678107475452898
54,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4467146680317675,0.0006170492269356825,2.56385663137584,0.4678107475452898
55,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4467394335483227,0.0006170492269356825,2.56385663137584,0.4678107475452898
56,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4467641112593994,0.0006170492269356825,2.56385663137584,0.4678107475452898
57,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44678868562559176,0.0006170492269356825,2.56385663137584,0.4678107475452898
58,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44681314174723347,0.0006170492269356825,2.56385663137584,0.4678107475452898
59,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4468374655362868,0.0006170492269356825,2.56385663137584,0.4678107475452898
60,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4468616438335137,0.0006170492269356825,2.56385663137584,0.4678107475452898
61,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4468856644822228,0.0006170492269356825,2.56385663137584,0.4678107475452898
62,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4469095163678309,0.0006170492269356825,2.56385663137584,0.4678107475452898
63,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.4469331894307794,0.0006170492269356825,2.56385663137584,0.4678107475452898
64,run_1746380530,2025-05-04 13:42:10,med-trust-low-accuracy-s1,"100","3","5","1","small_world","75","med-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.022145619254411,3.7617933012198677,4.009447332062757,0.44695667465894395,0.0006170492269356825,2.56385663137584,0.4678107475452898
