step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="low-trust-high-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="1",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
0,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.362880916749548,1.455336388755027,4.890956196071871,0.509791988559362,0.3029902203199959,0.49699191371367035,0.018440579416967254
1,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.399150225101807,1.455336388755027,4.888140078681076,0.5098869884379463,0.3196340929388152,0.49699191371367035,0.01861154031048173
2,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.4112113668948885,1.455336388755027,4.885352668615654,0.510135492018133,0.3244073210093565,0.49699191371367035,0.018757137201687157
3,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.455336388755027,4.877298754196093,0.5104414834492785,0.33893210133018853,0.49699191371367035,0.019019598854162968
4,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.455336388755027,4.872566990025901,0.5109127873419046,0.33893210133018853,0.49699191371367035,0.01896119102349959
5,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.455336388755027,4.869453065374664,0.5111023278678661,0.33893210133018853,0.49699191371367035,0.01912751358784506
6,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.4818935371714002,4.866909696411275,0.511599801649653,0.33893210133018853,0.507660706085955,0.01910385938697062
7,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.500154083446044,4.866909696411275,0.5115428979204164,0.33893210133018853,0.5230727350906067,0.01910385938697062
8,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5301924852636142,4.855104946716418,0.5110931003747157,0.33893210133018853,0.5372807419720576,0.019313628462930027
9,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5301924852636142,4.852047984553894,0.5106702482377848,0.33893210133018853,0.5372807419720576,0.01935290782072756
10,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5301924852636142,4.852047984553894,0.5106786234859977,0.33893210133018853,0.5372807419720576,0.01935290782072756
11,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5301924852636142,4.852047984553894,0.5106819606729491,0.33893210133018853,0.5372807419720576,0.01935290782072756
12,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5418993800693983,4.8438995636258975,0.5115956490560718,0.33893210133018853,0.5384350138818365,0.01909820845921391
13,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5418993800693983,4.841693250836221,0.5112553717547261,0.33893210133018853,0.5384350138818365,0.018891309477184506
14,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5418993800693983,4.841693250836221,0.5112537108693893,0.33893210133018853,0.5384350138818365,0.018891309477184506
15,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5418993800693983,4.841693250836221,0.5112526013422083,0.33893210133018853,0.5384350138818365,0.018891309477184506
16,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5598845817303961,4.836970581456198,0.5106172043860014,0.33893210133018853,0.5509659550206902,0.018501235921006175
17,run_1746380305,2025-05-04 13:38:25,low-trust-high-accuracy-s2,"100","3","5","1","small_world","75","low-trust-high-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","1","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.438752068603918,1.5598845817303961,4.829496978153472,0.5097232784375361,0.33893210133018853,0.5509659550206902,0.01788780196544313
