step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-high-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.005148775816176,4.978353450718423,0.5733022334261964,0.019077323974225756,0.8124442465783899,0.0003541699919436917
11,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.005148775816176,4.978353450718423,0.5731922308288966,0.019077323974225756,0.8124442465783899,0.0003541699919436917
12,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.005148775816176,4.978353450718423,0.5730818808573156,0.019077323974225756,0.8124442465783899,0.0003541699919436917
13,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.005148775816176,4.978353450718423,0.5729708955759619,0.019077323974225756,0.8124442465783899,0.0003541699919436917
14,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.005148775816176,4.978353450718423,0.5728590972915503,0.019077323974225756,0.8124442465783899,0.0003541699919436917
15,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.043605303758635,4.978353450718423,0.5738257392053504,0.019077323974225756,0.8077206204390716,0.0003541699919436917
16,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.043605303758635,4.978353450718423,0.5737112169062918,0.019077323974225756,0.8077206204390716,0.0003541699919436917
17,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.043605303758635,4.978353450718423,0.5735935430508452,0.019077323974225756,0.8077206204390716,0.0003541699919436917
18,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.043605303758635,4.978353450718423,0.5734733074412095,0.019077323974225756,0.8077206204390716,0.0003541699919436917
19,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.043605303758635,4.978353450718423,0.573351037360439,0.019077323974225756,0.8077206204390716,0.0003541699919436917
20,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.062392792624161,4.978353450718423,0.5732777708279752,0.019077323974225756,0.8034511784396848,0.0003541699919436917
21,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.08239279262416,4.978353450718423,0.5732066592858682,0.019077323974225756,0.8005554667347182,0.0003541699919436917
22,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.08239279262416,4.978353450718423,0.5730764767117994,0.019077323974225756,0.8005554667347182,0.0003541699919436917
23,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978353450718423,0.5736410652177522,0.019077323974225756,0.7855943702411734,0.0003541699919436917
24,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978353450718423,0.5734971987294499,0.019077323974225756,0.7855943702411734,0.0003541699919436917
25,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978353450718423,0.573357363203387,0.019077323974225756,0.7855943702411734,0.0003541699919436917
26,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978353450718423,0.5732211870560794,0.019077323974225756,0.7855943702411734,0.0003541699919436917
27,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978048292454277,0.5727906753172087,0.019077323974225756,0.7855943702411734,0.0003501777801881475
28,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978048292454277,0.5726605865452633,0.019077323974225756,0.7855943702411734,0.0003501777801881475
29,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978048292454277,0.5725334767812267,0.019077323974225756,0.7855943702411734,0.0003501777801881475
30,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978048292454277,0.5724091745946519,0.019077323974225756,0.7855943702411734,0.0003501777801881475
31,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978048292454277,0.5722875392846121,0.019077323974225756,0.7855943702411734,0.0003501777801881475
32,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978048292454277,0.5721684552359816,0.019077323974225756,0.7855943702411734,0.0003501777801881475
33,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.116722241711846,4.978048292454277,0.572051827182937,0.019077323974225756,0.7855943702411734,0.0003501777801881475
34,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.152417948158657,4.978048292454277,0.5722045109365501,0.019077323974225756,0.7692313282233417,0.0003501777801881475
35,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.152417948158657,4.978048292454277,0.5720842004153739,0.019077323974225756,0.7692313282233417,0.0003501777801881475
36,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5722772272167636,0.019077323974225756,0.7627346102969952,0.0003501777801881475
37,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5721518071758607,0.019077323974225756,0.7627346102969952,0.0003501777801881475
38,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5720313976024708,0.019077323974225756,0.7627346102969952,0.0003501777801881475
39,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5719154679198329,0.019077323974225756,0.7627346102969952,0.0003501777801881475
40,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5718035813456314,0.019077323974225756,0.7627346102969952,0.0003501777801881475
41,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.571695377108966,0.019077323974225756,0.7627346102969952,0.0003501777801881475
42,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5715905560240931,0.019077323974225756,0.7627346102969952,0.0003501777801881475
43,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5714888687893462,0.019077323974225756,0.7627346102969952,0.0003501777801881475
44,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5713901064988918,0.019077323974225756,0.7627346102969952,0.0003501777801881475
45,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.571294092951545,0.019077323974225756,0.7627346102969952,0.0003501777801881475
46,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.57120067841911,0.019077323974225756,0.7627346102969952,0.0003501777801881475
47,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5711097346001288,0.019077323974225756,0.7627346102969952,0.0003501777801881475
48,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5710211505363608,0.019077323974225756,0.7627346102969952,0.0003501777801881475
49,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5709348293110347,0.019077323974225756,0.7627346102969952,0.0003501777801881475
50,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5708506853817996,0.019077323974225756,0.7627346102969952,0.0003501777801881475
51,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5707686424287942,0.019077323974225756,0.7627346102969952,0.0003501777801881475
52,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5706886316206149,0.019077323974225756,0.7627346102969952,0.0003501777801881475
53,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5706105902191108,0.019077323974225756,0.7627346102969952,0.0003501777801881475
54,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5705344604587118,0.019077323974225756,0.7627346102969952,0.0003501777801881475
55,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5704601886479992,0.019077323974225756,0.7627346102969952,0.0003501777801881475
56,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5703877244510014,0.019077323974225756,0.7627346102969952,0.0003501777801881475
57,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5703170203136522,0.019077323974225756,0.7627346102969952,0.0003501777801881475
58,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5702480310073157,0.019077323974225756,0.7627346102969952,0.0003501777801881475
59,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5701807132665633,0.019077323974225756,0.7627346102969952,0.0003501777801881475
60,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5701150255026681,0.019077323974225756,0.7627346102969952,0.0003501777801881475
61,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5700509275777867,0.019077323974225756,0.7627346102969952,0.0003501777801881475
62,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5699883806276409,0.019077323974225756,0.7627346102969952,0.0003501777801881475
63,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.5699273469228292,0.019077323974225756,0.7627346102969952,0.0003501777801881475
64,run_1746380974,2025-05-04 13:49:34,high-trust-high-accuracy-s3,"100","3","5","1","small_world","75","high-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.127882057855433,9.172417948158657,4.978048292454277,0.569867789760789,0.019077323974225756,0.7627346102969952,0.0003501777801881475
