step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-med-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="5",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
62,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.46923912297340414,0.0024648608014583586,0.0383304190862143,0.6613026113928641
63,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4691587484442675,0.0024648608014583586,0.0383304190862143,0.6613026113928641
64,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4690802998573357,0.0024648608014583586,0.0383304190862143,0.6613026113928641
65,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.469003743356731,0.0024648608014583586,0.0383304190862143,0.6613026113928641
66,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4689290447643489,0.0024648608014583586,0.0383304190862143,0.6613026113928641
67,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4688561696686605,0.0024648608014583586,0.0383304190862143,0.6613026113928641
68,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.46878508350617515,0.0024648608014583586,0.0383304190862143,0.6613026113928641
69,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4687157516360604,0.0024648608014583586,0.0383304190862143,0.6613026113928641
70,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4686481394083877,0.0024648608014583586,0.0383304190862143,0.6613026113928641
71,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4685822122264329,0.0024648608014583586,0.0383304190862143,0.6613026113928641
72,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4685179356034411,0.0024648608014583586,0.0383304190862143,0.6613026113928641
73,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.4684552752142316,0.0024648608014583586,0.0383304190862143,0.6613026113928641
74,run_1746380925,2025-05-04 13:48:45,high-trust-med-accuracy-s3,"100","3","5","1","small_world","75","high-trust-med-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.051702128442826,7.800385191443402,4.188229246311452,0.46839419694199913,0.0024648608014583586,0.0383304190862143,0.6613026113928641
