step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-high-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
11,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.837697355494077,4.354388804772636,0.4504291702955701,0.466659580143197,0.9262042117375223,0.39813683937658384
12,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.876814090818142,4.354388804772636,0.450727927282233,0.466659580143197,0.9362868587621012,0.39813683937658384
13,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.876814090818142,4.354388804772636,0.450399371364197,0.466659580143197,0.9362868587621012,0.39813683937658384
14,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.897662742847607,4.354388804772636,0.45040536823671423,0.466659580143197,0.9427580378672289,0.39813683937658384
15,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.916785836217191,4.354388804772636,0.4506011656052871,0.466659580143197,0.944629438277646,0.39813683937658384
16,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.916785836217191,4.354388804772636,0.45033118031502767,0.466659580143197,0.944629438277646,0.39813683937658384
17,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.916785836217191,4.354388804772636,0.4500790386761549,0.466659580143197,0.944629438277646,0.39813683937658384
18,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.916785836217191,4.354388804772636,0.4498433255517738,0.466659580143197,0.944629438277646,0.39813683937658384
19,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.916785836217191,4.354388804772636,0.4496227466183139,0.466659580143197,0.944629438277646,0.39813683937658384
20,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.44975385230733317,0.466659580143197,0.9457807443976814,0.39813683937658384
21,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.44955964714877716,0.466659580143197,0.9457807443976814,0.39813683937658384
22,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.4493774211608966,0.466659580143197,0.9457807443976814,0.39813683937658384
23,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.449206254069588,0.466659580143197,0.9457807443976814,0.39813683937658384
24,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.4490453030248045,0.466659580143197,0.9457807443976814,0.39813683937658384
25,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.44889379610980173,0.466659580143197,0.9457807443976814,0.39813683937658384
26,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.44875102635298525,0.466659580143197,0.9457807443976814,0.39813683937658384
27,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.4486163462130607,0.466659580143197,0.9457807443976814,0.39813683937658384
28,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.354388804772636,0.4484891625076262,0.466659580143197,0.9457807443976814,0.39813683937658384
29,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4477437985623724,0.466659580143197,0.9457807443976814,0.3992845470723257
30,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44761872773852185,0.466659580143197,0.9457807443976814,0.3992845470723257
31,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44750242841757126,0.466659580143197,0.9457807443976814,0.3992845470723257
32,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.447394009670913,0.466659580143197,0.9457807443976814,0.3992845470723257
33,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44729269160329865,0.466659580143197,0.9457807443976814,0.3992845470723257
34,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44719779001436977,0.466659580143197,0.9457807443976814,0.3992845470723257
35,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4471087033216435,0.466659580143197,0.9457807443976814,0.3992845470723257
36,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44702490139692563,0.466659580143197,0.9457807443976814,0.3992845470723257
37,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4469459160231324,0.466659580143197,0.9457807443976814,0.3992845470723257
38,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4468713327246986,0.466659580143197,0.9457807443976814,0.3992845470723257
39,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4468007837635228,0.466659580143197,0.9457807443976814,0.3992845470723257
40,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44673394212497575,0.466659580143197,0.9457807443976814,0.3992845470723257
41,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44667051634586336,0.466659580143197,0.9457807443976814,0.3992845470723257
42,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4466102460592444,0.466659580143197,0.9457807443976814,0.3992845470723257
43,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4465528981503459,0.466659580143197,0.9457807443976814,0.3992845470723257
44,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44649826343410387,0.466659580143197,0.9457807443976814,0.3992845470723257
45,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4464461537785525,0.466659580143197,0.9457807443976814,0.3992845470723257
46,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.446396399609838,0.466659580143197,0.9457807443976814,0.3992845470723257
47,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44634884774435385,0.466659580143197,0.9457807443976814,0.3992845470723257
48,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44630335950170574,0.466659580143197,0.9457807443976814,0.3992845470723257
49,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44625980905913976,0.466659580143197,0.9457807443976814,0.3992845470723257
50,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44621808201391466,0.466659580143197,0.9457807443976814,0.3992845470723257
51,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4461780741250485,0.466659580143197,0.9457807443976814,0.3992845470723257
52,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44613969021005156,0.466659580143197,0.9457807443976814,0.3992845470723257
53,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44610284317580406,0.466659580143197,0.9457807443976814,0.3992845470723257
54,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4460674531657357,0.466659580143197,0.9457807443976814,0.3992845470723257
55,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44603344680802004,0.466659580143197,0.9457807443976814,0.3992845470723257
56,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4460007565516558,0.466659580143197,0.9457807443976814,0.3992845470723257
57,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.4459693200791528,0.466659580143197,0.9457807443976814,0.3992845470723257
58,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44593907978610375,0.466659580143197,0.9457807443976814,0.3992845470723257
59,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44590998231926426,0.466659580143197,0.9457807443976814,0.3992845470723257
60,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44588197816590097,0.466659580143197,0.9457807443976814,0.3992845470723257
61,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.935914709900766,4.327854579283215,0.44585502128814136,0.466659580143197,0.9457807443976814,0.3992845470723257
62,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.4466570521263911,0.466659580143197,0.954728835186831,0.3992845470723257
63,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.4466767949035349,0.466659580143197,0.954728835186831,0.3992845470723257
64,run_1746380720,2025-05-04 13:45:20,med-trust-high-accuracy-s3,"100","3","5","1","small_world","75","med-trust-high-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.646135860358297,5.978324293809091,4.327854579283215,0.4466922360144763,0.466659580143197,0.954728835186831,0.3992845470723257
