step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-high-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
55,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4591615545849578,0.5636092647087659,1.2809374407549683,0.3527808352987214
56,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.45913152645568933,0.5636092647087659,1.2809374407549683,0.3527808352987214
57,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4591038920215083,0.5636092647087659,1.2809374407549683,0.3527808352987214
58,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4590785412210876,0.5636092647087659,1.2809374407549683,0.3527808352987214
59,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4590553639875294,0.5636092647087659,1.2809374407549683,0.3527808352987214
60,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4590342515970516,0.5636092647087659,1.2809374407549683,0.3527808352987214
61,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4590150976650731,0.5636092647087659,1.2809374407549683,0.3527808352987214
62,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.45899779886340886,0.5636092647087659,1.2809374407549683,0.3527808352987214
63,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.45898225541797116,0.5636092647087659,1.2809374407549683,0.3527808352987214
64,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4589683714347654,0.5636092647087659,1.2809374407549683,0.3527808352987214
65,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4589560550925322,0.5636092647087659,1.2809374407549683,0.3527808352987214
66,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.45894521873275695,0.5636092647087659,1.2809374407549683,0.3527808352987214
67,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4589357788715647,0.5636092647087659,1.2809374407549683,0.3527808352987214
68,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.45892765615302755,0.5636092647087659,1.2809374407549683,0.3527808352987214
69,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.458920775259355,0.5636092647087659,1.2809374407549683,0.3527808352987214
70,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.45891506479018657,0.5636092647087659,1.2809374407549683,0.3527808352987214
71,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.45891045712057243,0.5636092647087659,1.2809374407549683,0.3527808352987214
72,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4589068882451248,0.5636092647087659,1.2809374407549683,0.3527808352987214
73,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4589042976141268,0.5636092647087659,1.2809374407549683,0.3527808352987214
74,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.751873169484864,6.088735204155483,4.473541704364187,0.4589026279660363,0.5636092647087659,1.2809374407549683,0.3527808352987214
