step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-high-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="10",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
21,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.070466974137142,4.473541704364187,0.4635839818308589,0.5659857157252886,1.287009420003821,0.3527808352987214
22,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.070466974137142,4.473541704364187,0.4631479044896957,0.5659857157252886,1.287009420003821,0.3527808352987214
23,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.070466974137142,4.473541704364187,0.46274853483699546,0.5659857157252886,1.287009420003821,0.3527808352987214
24,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.070466974137142,4.473541704364187,0.46238232790273137,0.5659857157252886,1.287009420003821,0.3527808352987214
25,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.070466974137142,4.473541704364187,0.462046129193173,0.5659857157252886,1.287009420003821,0.3527808352987214
26,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.070466974137142,4.473541704364187,0.4617371275793478,0.5659857157252886,1.287009420003821,0.3527808352987214
27,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.070466974137142,4.473541704364187,0.4614528142755527,0.5659857157252886,1.287009420003821,0.3527808352987214
28,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.070466974137142,4.473541704364187,0.4611909470722911,0.5659857157252886,1.287009420003821,0.3527808352987214
29,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4615250406842614,0.5659857157252886,1.2809374407549683,0.3527808352987214
30,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.46130831485004575,0.5659857157252886,1.2809374407549683,0.3527808352987214
31,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4611064082502244,0.5659857157252886,1.2809374407549683,0.3527808352987214
32,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4609182826885337,0.5659857157252886,1.2809374407549683,0.3527808352987214
33,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4607429741490072,0.5659857157252886,1.2809374407549683,0.3527808352987214
34,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4605795884200588,0.5659857157252886,1.2809374407549683,0.3527808352987214
35,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.46042729672019694,0.5659857157252886,1.2809374407549683,0.3527808352987214
36,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.46028533139510946,0.5659857157252886,1.2809374407549683,0.3527808352987214
37,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4601529817374786,0.5659857157252886,1.2809374407549683,0.3527808352987214
38,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4600295899661966,0.5659857157252886,1.2809374407549683,0.3527808352987214
39,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.45991454738997867,0.5659857157252886,1.2809374407549683,0.3527808352987214
40,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.45980729077116966,0.5659857157252886,1.2809374407549683,0.3527808352987214
41,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4597072988983543,0.5659857157252886,1.2809374407549683,0.3527808352987214
42,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.4596140893708267,0.5659857157252886,1.2809374407549683,0.3527808352987214
43,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.45952721559374604,0.5659857157252886,1.2809374407549683,0.3527808352987214
44,run_1746380696,2025-05-04 13:44:56,med-trust-high-accuracy-s1,"100","3","5","1","small_world","75","med-trust-high-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","10","1","0.6","4","0.1","3","0.1",5.738781915311323,6.088735204155483,4.473541704364187,0.45944626397964183,0.5659857157252886,1.2809374407549683,0.3527808352987214
