step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-low-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.5494097543764065,4.176083759988139,0.46494586286518597,0.4863747139113919,2.5653659224489416,0.43773708731480787
11,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.5494097543764065,4.176083759988139,0.4651783816870613,0.4863747139113919,2.5653659224489416,0.43773708731480787
12,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.5494097543764065,4.176083759988139,0.46538106341032287,0.4863747139113919,2.5653659224489416,0.43773708731480787
13,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.512289982206877,4.176083759988139,0.4649544119397557,0.4863747139113919,2.5940846346970226,0.43773708731480787
14,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.176083759988139,0.46443547086619247,0.4863747139113919,2.6192540385170644,0.43773708731480787
15,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.176083759988139,0.4646218143577523,0.4863747139113919,2.6192540385170644,0.43773708731480787
16,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.176083759988139,0.4647848690419479,0.4863747139113919,2.6192540385170644,0.43773708731480787
17,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.176083759988139,0.46492746281599323,0.4863747139113919,2.6192540385170644,0.43773708731480787
18,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.176083759988139,0.4650521023434945,0.4863747139113919,2.6192540385170644,0.43773708731480787
19,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46472344414097905,0.4863747139113919,2.6192540385170644,0.4349546076902478
20,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4648278694695218,0.4863747139113919,2.6192540385170644,0.4349546076902478
21,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46491796131396224,0.4863747139113919,2.6192540385170644,0.4349546076902478
22,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4649956537182633,0.4863747139113919,2.6192540385170644,0.4349546076902478
23,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46506263089912886,0.4863747139113919,2.6192540385170644,0.4349546076902478
24,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46512035858452494,0.4863747139113919,2.6192540385170644,0.4349546076902478
25,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4651701115231384,0.4863747139113919,2.6192540385170644,0.4349546076902478
26,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46521299761048157,0.4863747139113919,2.6192540385170644,0.4349546076902478
27,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46524997903125415,0.4863747139113919,2.6192540385170644,0.4349546076902478
28,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46528189077471976,0.4863747139113919,2.6192540385170644,0.4349546076902478
29,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46530945684045477,0.4863747139113919,2.6192540385170644,0.4349546076902478
30,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46533330441590925,0.4863747139113919,2.6192540385170644,0.4349546076902478
31,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4653539762747282,0.4863747139113919,2.6192540385170644,0.4349546076902478
32,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4653719416155427,0.4863747139113919,2.6192540385170644,0.4349546076902478
33,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46538760553478326,0.4863747139113919,2.6192540385170644,0.4349546076902478
34,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46540131730373674,0.4863747139113919,2.6192540385170644,0.4349546076902478
35,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4654133775993568,0.4863747139113919,2.6192540385170644,0.4349546076902478
36,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4654240448199884,0.4863747139113919,2.6192540385170644,0.4349546076902478
37,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4654335406009633,0.4863747139113919,2.6192540385170644,0.4349546076902478
38,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4654420546307373,0.4863747139113919,2.6192540385170644,0.4349546076902478
39,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4654497488556709,0.4863747139113919,2.6192540385170644,0.4349546076902478
40,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.4654567611505197,0.4863747139113919,2.6192540385170644,0.4349546076902478
41,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.47535237394445,4.161346059367327,0.46546320852201284,0.4863747139113919,2.6192540385170644,0.4349546076902478
42,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.450962942804903,4.161346059367327,0.4648206407078516,0.4863747139113919,2.603773052721311,0.4349546076902478
43,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46412588176280417,0.4863747139113919,2.609426157813414,0.4349546076902478
44,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46411968805647463,0.4863747139113919,2.609426157813414,0.4349546076902478
45,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4641164326488073,0.4863747139113919,2.609426157813414,0.4349546076902478
46,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4641154426139132,0.4863747139113919,2.609426157813414,0.4349546076902478
47,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46411618691452267,0.4863747139113919,2.609426157813414,0.4349546076902478
48,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46411824722004036,0.4863747139113919,2.609426157813414,0.4349546076902478
49,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46412129462649354,0.4863747139113919,2.609426157813414,0.4349546076902478
50,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4641250710956715,0.4863747139113919,2.609426157813414,0.4349546076902478
51,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4641293746669371,0.4863747139113919,2.609426157813414,0.4349546076902478
52,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46413404768420885,0.4863747139113919,2.609426157813414,0.4349546076902478
53,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46413896743192073,0.4863747139113919,2.609426157813414,0.4349546076902478
54,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4641440386948659,0.4863747139113919,2.609426157813414,0.4349546076902478
55,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46414918785378567,0.4863747139113919,2.609426157813414,0.4349546076902478
56,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46415435820618184,0.4863747139113919,2.609426157813414,0.4349546076902478
57,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.464159506263969,0.4863747139113919,2.609426157813414,0.4349546076902478
58,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46416459882933103,0.4863747139113919,2.609426157813414,0.4349546076902478
59,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4641696106899806,0.4863747139113919,2.609426157813414,0.4349546076902478
60,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46417452280690324,0.4863747139113919,2.609426157813414,0.4349546076902478
61,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46417932089320213,0.4863747139113919,2.609426157813414,0.4349546076902478
62,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4641839943030856,0.4863747139113919,2.609426157813414,0.4349546076902478
63,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46418853516640385,0.4863747139113919,2.609426157813414,0.4349546076902478
64,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46419293771722125,0.4863747139113919,2.609426157813414,0.4349546076902478
