step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-low-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
65,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4641971977753883,0.4863747139113919,2.609426157813414,0.4349546076902478
66,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4642013123484445,0.4863747139113919,2.609426157813414,0.4349546076902478
67,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46420527932788874,0.4863747139113919,2.609426157813414,0.4349546076902478
68,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4642090972591977,0.4863747139113919,2.609426157813414,0.4349546076902478
69,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4642127651692466,0.4863747139113919,2.609426157813414,0.4349546076902478
70,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4642162824382083,0.4863747139113919,2.609426157813414,0.4349546076902478
71,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4642196487057144,0.4863747139113919,2.609426157813414,0.4349546076902478
72,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.464222863803244,0.4863747139113919,2.609426157813414,0.4349546076902478
73,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.46422592770642035,0.4863747139113919,2.609426157813414,0.4349546076902478
74,run_1746380815,2025-05-04 13:46:55,high-trust-low-accuracy-s1,"100","3","5","1","small_world","75","high-trust-low-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.630864606939399,6.417940096214235,4.161346059367327,0.4642288405022798,0.4863747139113919,2.609426157813414,0.4349546076902478
