step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-low-accuracy-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
51,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4361531492806013,0.3089107974148124,2.6405319665133336,0.011456445722665904
52,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4360969002469486,0.3089107974148124,2.6405319665133336,0.011456445722665904
53,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43604147717684094,0.3089107974148124,2.6405319665133336,0.011456445722665904
54,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4359868753956657,0.3089107974148124,2.6405319665133336,0.011456445722665904
55,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43593309230000704,0.3089107974148124,2.6405319665133336,0.011456445722665904
56,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43588012664961134,0.3089107974148124,2.6405319665133336,0.011456445722665904
57,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4358279780089295,0.3089107974148124,2.6405319665133336,0.011456445722665904
58,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43577664631135504,0.3089107974148124,2.6405319665133336,0.011456445722665904
59,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4357261315237836,0.3089107974148124,2.6405319665133336,0.011456445722665904
60,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43567643339289497,0.3089107974148124,2.6405319665133336,0.011456445722665904
61,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.435627551257729,0.3089107974148124,2.6405319665133336,0.011456445722665904
62,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4355794839157688,0.3089107974148124,2.6405319665133336,0.011456445722665904
63,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4355322295319624,0.3089107974148124,2.6405319665133336,0.011456445722665904
64,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43548578558196277,0.3089107974148124,2.6405319665133336,0.011456445722665904
65,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4354401488224049,0.3089107974148124,2.6405319665133336,0.011456445722665904
66,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4353953152823295,0.3089107974148124,2.6405319665133336,0.011456445722665904
67,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4353512802709307,0.3089107974148124,2.6405319665133336,0.011456445722665904
68,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43530803839768933,0.3089107974148124,2.6405319665133336,0.011456445722665904
69,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4352655836017021,0.3089107974148124,2.6405319665133336,0.011456445722665904
70,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4352239091876163,0.3089107974148124,2.6405319665133336,0.011456445722665904
71,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4351830078660965,0.3089107974148124,2.6405319665133336,0.011456445722665904
72,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43514287179715744,0.3089107974148124,2.6405319665133336,0.011456445722665904
73,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.43510349263505105,0.3089107974148124,2.6405319665133336,0.011456445722665904
74,run_1746380548,2025-05-04 13:42:28,med-trust-low-accuracy-s3,"100","3","5","1","small_world","75","med-trust-low-accuracy-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.524982580149864,3.5280325611541503,4.8514464987930825,0.4350648615736688,0.3089107974148124,2.6405319665133336,0.011456445722665904
