step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-med-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="5",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.057176372315336,4.336302001703242,0.4705050050664585,0.010731073719095176,0.003115485716051149,0.30498582548331526
11,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.057176372315336,4.32619450068655,0.4713060591565046,0.010731073719095176,0.003115485716051149,0.3016831652016341
12,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.4723928953593305,0.010731073719095176,0.0031304699144743754,0.2874051518416581
13,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.4728628783494534,0.010731073719095176,0.0031304699144743754,0.2874051518416581
14,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.47328411284724753,0.010731073719095176,0.0031304699144743754,0.2874051518416581
15,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.47366234764074777,0.010731073719095176,0.0031304699144743754,0.2874051518416581
16,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.474002649830242,0.010731073719095176,0.0031304699144743754,0.2874051518416581
17,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.47430948564356584,0.010731073719095176,0.0031304699144743754,0.2874051518416581
18,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.47458679159433276,0.010731073719095176,0.0031304699144743754,0.2874051518416581
19,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.47483803717122486,0.010731073719095176,0.0031304699144743754,0.2874051518416581
20,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.47506628008882357,0.010731073719095176,0.0031304699144743754,0.2874051518416581
21,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.059634107199992,4.269087353711347,0.4752742149969869,0.010731073719095176,0.0031304699144743754,0.2874051518416581
22,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.060599154943626,4.269087353711347,0.4753402043120811,0.010731073719095176,0.003107570790882316,0.2874051518416581
23,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.060599154943626,4.269087353711347,0.47551519450194296,0.010731073719095176,0.003107570790882316,0.2874051518416581
24,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.47548379868275,0.010731073719095176,0.003072810440128151,0.2874051518416581
25,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.4756273931841431,0.010731073719095176,0.003072810440128151,0.2874051518416581
26,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.4757602797631824,0.010731073719095176,0.003072810440128151,0.2874051518416581
27,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.4758837214268528,0.010731073719095176,0.003072810440128151,0.2874051518416581
28,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.47599882547517,0.010731073719095176,0.003072810440128151,0.2874051518416581
29,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.476106562942912,0.010731073719095176,0.003072810440128151,0.2874051518416581
30,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.4762077855484601,0.010731073719095176,0.003072810440128151,0.2874051518416581
31,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.4763032404834576,0.010731073719095176,0.003072810440128151,0.2874051518416581
32,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.269087353711347,0.47639358332950715,0.010731073719095176,0.003072810440128151,0.2874051518416581
33,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.4762977199114301,0.010731073719095176,0.003072810440128151,0.2827972963785525
34,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.4763796900281412,0.010731073719095176,0.003072810440128151,0.2827972963785525
35,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.47645835663300445,0.010731073719095176,0.003072810440128151,0.2827972963785525
36,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.47653406091797834,0.010731073719095176,0.003072810440128151,0.2827972963785525
37,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.47660710123744054,0.010731073719095176,0.003072810440128151,0.2827972963785525
38,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.4766777388720834,0.010731073719095176,0.003072810440128151,0.2827972963785525
39,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.4767462029457381,0.010731073719095176,0.003072810440128151,0.2827972963785525
40,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.4768126946318617,0.010731073719095176,0.003072810440128151,0.2827972963785525
41,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.4768773907625667,0.010731073719095176,0.003072810440128151,0.2827972963785525
42,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.4769404469336007,0.010731073719095176,0.003072810440128151,0.2827972963785525
43,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.258882333716158,0.47700200018278766,0.010731073719095176,0.003072810440128151,0.2827972963785525
44,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.237754291073533,0.47680468713813623,0.010731073719095176,0.003072810440128151,0.27344435595358957
45,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.237754291073533,0.47686760689213537,0.010731073719095176,0.003072810440128151,0.27344435595358957
46,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.237754291073533,0.47692884608685576,0.010731073719095176,0.003072810440128151,0.27344435595358957
47,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.237754291073533,0.4769885425991475,0.010731073719095176,0.003072810440128151,0.27344435595358957
48,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.237754291073533,0.47704681941521043,0.010731073719095176,0.003072810440128151,0.27344435595358957
49,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.237754291073533,0.47710378616381555,0.010731073719095176,0.003072810440128151,0.27344435595358957
50,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.229001084411859,0.4768588460385769,0.010731073719095176,0.003072810440128151,0.26768541157850984
51,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.229001084411859,0.4769138940902832,0.010731073719095176,0.003072810440128151,0.26768541157850984
52,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.229001084411859,0.4769674273209492,0.010731073719095176,0.003072810440128151,0.26768541157850984
53,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.229001084411859,0.4770196016632971,0.010731073719095176,0.003072810440128151,0.26768541157850984
54,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.47683680505997245,0.010731073719095176,0.003072810440128151,0.26410730120281756
55,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.4768890261469505,0.010731073719095176,0.003072810440128151,0.26410730120281756
56,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.4769402603556404,0.010731073719095176,0.003072810440128151,0.26410730120281756
57,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.4769905535051426,0.010731073719095176,0.003072810440128151,0.26410730120281756
58,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.477039949041454,0.010731073719095176,0.003072810440128151,0.26410730120281756
59,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.4770884879729013,0.010731073719095176,0.003072810440128151,0.26410730120281756
60,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.47713620884732044,0.010731073719095176,0.003072810440128151,0.26410730120281756
61,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.4771831477649809,0.010731073719095176,0.003072810440128151,0.26410730120281756
62,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.4772293384212947,0.010731073719095176,0.003072810440128151,0.26410730120281756
63,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.477274812173652,0.010731073719095176,0.003072810440128151,0.26410730120281756
64,run_1746380859,2025-05-04 13:47:39,high-trust-med-accuracy-s2,"100","3","5","1","small_world","75","high-trust-med-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.097898765724504,8.062740921557419,4.216262625061873,0.47731959812718144,0.010731073719095176,0.003072810440128151,0.26410730120281756
