step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="high-trust-med-accuracy-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="8",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="5",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
14,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.147144437505546,7.971906360978611,4.835732066419893,0.5009248079927424,0.024394159609603238,0.0007246092064532444,0.0289493248019419
15,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.147144437505546,7.971906360978611,4.835732066419893,0.5010918609664504,0.024394159609603238,0.0007246092064532444,0.0289493248019419
16,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971906360978611,4.835732066419893,0.5012826727107733,0.02443064555728232,0.0007246092064532444,0.0289493248019419
17,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5013550436790744,0.02443064555728232,0.00072019439477653,0.0289493248019419
18,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5014876131893476,0.02443064555728232,0.00072019439477653,0.0289493248019419
19,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5016110396963654,0.02443064555728232,0.00072019439477653,0.0289493248019419
20,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5017263557914454,0.02443064555728232,0.00072019439477653,0.0289493248019419
21,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5018345031919289,0.02443064555728232,0.00072019439477653,0.0289493248019419
22,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.501936335904307,0.02443064555728232,0.00072019439477653,0.0289493248019419
23,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5020326244195163,0.02443064555728232,0.00072019439477653,0.0289493248019419
24,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5021240605707251,0.02443064555728232,0.00072019439477653,0.0289493248019419
25,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5022112627718249,0.02443064555728232,0.00072019439477653,0.0289493248019419
26,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.502294781424215,0.02443064555728232,0.00072019439477653,0.0289493248019419
27,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5023751043340317,0.02443064555728232,0.00072019439477653,0.0289493248019419
28,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5024526620247497,0.02443064555728232,0.00072019439477653,0.0289493248019419
29,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5025278328634751,0.02443064555728232,0.00072019439477653,0.0289493248019419
30,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5026009479451422,0.02443064555728232,0.00072019439477653,0.0289493248019419
31,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.971433024982814,4.835732066419893,0.5026722956988013,0.02443064555728232,0.00072019439477653,0.0289493248019419
32,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.9700185382216056,4.835732066419893,0.5024318727828928,0.02443064555728232,0.0007049499465263716,0.0289493248019419
33,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.9700185382216056,4.835732066419893,0.5024948093608639,0.02443064555728232,0.0007049499465263716,0.0289493248019419
34,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.9700185382216056,4.835732066419893,0.5025575891963715,0.02443064555728232,0.0007049499465263716,0.0289493248019419
35,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.1502362525884156,7.9700185382216056,4.835732066419893,0.5026202170034092,0.02443064555728232,0.0007049499465263716,0.0289493248019419
36,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5029090695055256,0.024501880788948233,0.0007049499465263716,0.0289493248019419
37,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.502963302573067,0.024501880788948233,0.0007049499465263716,0.0289493248019419
38,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5030190402209512,0.024501880788948233,0.0007049499465263716,0.0289493248019419
39,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5030759815884482,0.024501880788948233,0.0007049499465263716,0.0289493248019419
40,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5031338758312579,0.024501880788948233,0.0007049499465263716,0.0289493248019419
41,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5031925131738849,0.024501880788948233,0.0007049499465263716,0.0289493248019419
42,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5032517175722322,0.024501880788948233,0.0007049499465263716,0.0289493248019419
43,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.503311340701805,0.024501880788948233,0.0007049499465263716,0.0289493248019419
44,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5033712570363577,0.024501880788948233,0.0007049499465263716,0.0289493248019419
45,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5034313598227574,0.024501880788948233,0.0007049499465263716,0.0289493248019419
46,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5034915577917563,0.024501880788948233,0.0007049499465263716,0.0289493248019419
47,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5035517724724254,0.024501880788948233,0.0007049499465263716,0.0289493248019419
48,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5036119360012461,0.024501880788948233,0.0007049499465263716,0.0289493248019419
49,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5036719893360619,0.024501880788948233,0.0007049499465263716,0.0289493248019419
50,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5037318808009874,0.024501880788948233,0.0007049499465263716,0.0289493248019419
51,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5037915649015035,0.024501880788948233,0.0007049499465263716,0.0289493248019419
52,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5038510013598178,0.024501880788948233,0.0007049499465263716,0.0289493248019419
53,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5039101543295174,0.024501880788948233,0.0007049499465263716,0.0289493248019419
54,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5039689917559352,0.024501880788948233,0.0007049499465263716,0.0289493248019419
55,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5040274848547408,0.024501880788948233,0.0007049499465263716,0.0289493248019419
56,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.504085607686281,0.024501880788948233,0.0007049499465263716,0.0289493248019419
57,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5041433368073271,0.024501880788948233,0.0007049499465263716,0.0289493248019419
58,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5042006509852823,0.024501880788948233,0.0007049499465263716,0.0289493248019419
59,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5042575309626862,0.024501880788948233,0.0007049499465263716,0.0289493248019419
60,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5043139592621487,0.024501880788948233,0.0007049499465263716,0.0289493248019419
61,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5043699200237173,0.024501880788948233,0.0007049499465263716,0.0289493248019419
62,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5044253988682131,0.024501880788948233,0.0007049499465263716,0.0289493248019419
63,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5044803827813312,0.024501880788948233,0.0007049499465263716,0.0289493248019419
64,run_1746380853,2025-05-04 13:47:33,high-trust-med-accuracy-s1,"100","3","5","1","small_world","75","high-trust-med-accuracy-s1","0","2.5","3","8","3","8","3","8","5","5","8","-3","3","6","1","0.7","-4","4","4","1","0.5","1","5","1","0.6","4","0.1","3","0.1",5.153492315468007,7.9700185382216056,4.835732066419893,0.5045348600143157,0.024501880788948233,0.0007049499465263716,0.0289493248019419
