step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="med-trust-low-accuracy-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
23,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.659395014394998,4.856438517430288,0.46304155582560536,0.000985985942424614,2.447457271089582,0.013195628132362813
24,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46206108890707703,0.000985985942424614,2.471003660445996,0.013195628132362813
25,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46185680659427425,0.000985985942424614,2.471003660445996,0.013195628132362813
26,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4616526782629067,0.000985985942424614,2.471003660445996,0.013195628132362813
27,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46144954051336734,0.000985985942424614,2.471003660445996,0.013195628132362813
28,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46124805525791573,0.000985985942424614,2.471003660445996,0.013195628132362813
29,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46104874315566624,0.000985985942424614,2.471003660445996,0.013195628132362813
30,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4608520105559037,0.000985985942424614,2.471003660445996,0.013195628132362813
31,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46065817123728814,0.000985985942424614,2.471003660445996,0.013195628132362813
32,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46046746397090144,0.000985985942424614,2.471003660445996,0.013195628132362813
33,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46028006672842225,0.000985985942424614,2.471003660445996,0.013195628132362813
34,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.46009610819211394,0.000985985942424614,2.471003660445996,0.013195628132362813
35,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4599156770921443,0.000985985942424614,2.471003660445996,0.013195628132362813
36,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4597388297921626,0.000985985942424614,2.471003660445996,0.013195628132362813
37,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.45956559646061357,0.000985985942424614,2.471003660445996,0.013195628132362813
38,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4593959860986358,0.000985985942424614,2.471003660445996,0.013195628132362813
39,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.45922999064216397,0.000985985942424614,2.471003660445996,0.013195628132362813
40,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4590675883132792,0.000985985942424614,2.471003660445996,0.013195628132362813
41,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4589087463617856,0.000985985942424614,2.471003660445996,0.013195628132362813
42,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.45875342331069935,0.000985985942424614,2.471003660445996,0.013195628132362813
43,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4586015707974631,0.000985985942424614,2.471003660445996,0.013195628132362813
44,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4584531350851196,0.000985985942424614,2.471003660445996,0.013195628132362813
45,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4583080583035876,0.000985985942424614,2.471003660445996,0.013195628132362813
46,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4581662794698108,0.000985985942424614,2.471003660445996,0.013195628132362813
47,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4580277353264204,0.000985985942424614,2.471003660445996,0.013195628132362813
48,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.45789236103117253,0.000985985942424614,2.471003660445996,0.013195628132362813
49,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4577600907234673,0.000985985942424614,2.471003660445996,0.013195628132362813
50,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4576308579894377,0.000985985942424614,2.471003660445996,0.013195628132362813
51,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.625330061458368,4.856438517430288,0.4575045962431987,0.000985985942424614,2.471003660445996,0.013195628132362813
52,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4567388145309615,0.000985985942424614,2.478193819234897,0.013195628132362813
53,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45660443295319053,0.000985985942424614,2.478193819234897,0.013195628132362813
54,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45647401918977976,0.000985985942424614,2.478193819234897,0.013195628132362813
55,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45634724577743535,0.000985985942424614,2.478193819234897,0.013195628132362813
56,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4562238465089335,0.000985985942424614,2.478193819234897,0.013195628132362813
57,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4561036036012159,0.000985985942424614,2.478193819234897,0.013195628132362813
58,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4559863374869338,0.000985985942424614,2.478193819234897,0.013195628132362813
59,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4558718987068102,0.000985985942424614,2.478193819234897,0.013195628132362813
60,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4557601614824668,0.000985985942424614,2.478193819234897,0.013195628132362813
61,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.4556510186318826,0.000985985942424614,2.478193819234897,0.013195628132362813
62,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45554437755616434,0.000985985942424614,2.478193819234897,0.013195628132362813
63,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45544015707991653,0.000985985942424614,2.478193819234897,0.013195628132362813
64,run_1746380541,2025-05-04 13:42:21,med-trust-low-accuracy-s2,"100","3","5","1","small_world","75","med-trust-low-accuracy-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.032070778339836,3.5951522843792527,4.856438517430288,0.45533828497066225,0.000985985942424614,2.478193819234897,0.013195628132362813
