file,name,steps,run_id,avg_trust_government,avg_trust_corporate,avg_trust_influencer,avg_truth_assessment
high-trust-1_run_1745344136.csv,high-trust-1,74,run_1745344136,8.101857429052183,7.844894620800168,6.759312312309821,0.4878852581892073
low_trust_test.csv,low_trust_test,20,test_run_54321,1.8,4.0,4.3,0.32
low-cred-1.csv,low-cred-1,74,run_1745356696,4.192765168050436,4.149025071891765,3.1449821203495025,0.4698811341451248
low-cred-3.csv,low-cred-3,74,run_1745356709,4.118217671549237,4.269735132773678,3.538975432356046,0.4685126774794724
workit.csv,workit,74,run_1745405532,4.793232196642782,5.005660995865604,4.784870308900211,0.4618348811431537
low-cred-2.csv,low-cred-2,74,run_1745356702,4.306250045451718,4.192006788467142,3.2484395178635275,0.4410501567005723
test_workflow.csv,test_workflow,20,workflow_test,8.0,6.8,6.3,0.84
high_trust_test.csv,high_trust_test,20,test_run_12345,8.9,6.5,6.0,0.82
