step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="scale_free",steps="75",simulationName="scale-free-high-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="5",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.029980895085677,3.4840722191015505,4.912792787730869,0.4370758575896316,0.49983561321171005,2.47096308119438,0.007881905816511962
11,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4840722191015505,4.912792787730869,0.43777487709754026,0.4893261838688855,2.47096308119438,0.007881905816511962
12,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4840722191015505,4.912792787730869,0.43817212952432677,0.4893261838688855,2.47096308119438,0.007881905816511962
13,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4840722191015505,4.912792787730869,0.43856501729226594,0.4893261838688855,2.47096308119438,0.007881905816511962
14,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4494736674458983,4.912792787730869,0.438313567753426,0.4893261838688855,2.4845741878172887,0.007881905816511962
15,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4494736674458983,4.912792787730869,0.4387338373191609,0.4893261838688855,2.4845741878172887,0.007881905816511962
16,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4494736674458983,4.912792787730869,0.43913502546099153,0.4893261838688855,2.4845741878172887,0.007881905816511962
17,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4494736674458983,4.912792787730869,0.43951654264839796,0.4893261838688855,2.4845741878172887,0.007881905816511962
18,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4494736674458983,4.912792787730869,0.439878210152932,0.4893261838688855,2.4845741878172887,0.007881905816511962
19,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.43945091393696034,0.4893261838688855,2.476346548077286,0.007881905816511962
20,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.4397676939614793,0.4893261838688855,2.476346548077286,0.007881905816511962
21,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.4400650989554904,0.4893261838688855,2.476346548077286,0.007881905816511962
22,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.4403440137796957,0.4893261838688855,2.476346548077286,0.007881905816511962
23,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.44060535627408876,0.4893261838688855,2.476346548077286,0.007881905816511962
24,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.4408500562712969,0.4893261838688855,2.476346548077286,0.007881905816511962
25,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.4410790396500557,0.4893261838688855,2.476346548077286,0.007881905816511962
26,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.4412932164030833,0.4893261838688855,2.476346548077286,0.007881905816511962
27,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.4414934718916719,0.4893261838688855,2.476346548077286,0.007881905816511962
28,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.44168066061980044,0.4893261838688855,2.476346548077286,0.007881905816511962
29,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.44185560199056484,0.4893261838688855,2.476346548077286,0.007881905816511962
30,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.44201907761299836,0.4893261838688855,2.476346548077286,0.007881905816511962
31,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.4210765161511376,4.912792787730869,0.442171829812583,0.4893261838688855,2.476346548077286,0.007881905816511962
32,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.39385833884157,4.912792787730869,0.44165194940400077,0.4893261838688855,2.463737797823459,0.007881905816511962
33,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.39385833884157,4.912792787730869,0.4417931469530255,0.4893261838688855,2.463737797823459,0.007881905816511962
34,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.04182841466789,3.39385833884157,4.912792787730869,0.44192595878757956,0.4893261838688855,2.463737797823459,0.007881905816511962
35,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44248090314784944,0.483242660152409,2.463737797823459,0.007881905816511962
36,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44259535747474854,0.483242660152409,2.463737797823459,0.007881905816511962
37,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4427027775235606,0.483242660152409,2.463737797823459,0.007881905816511962
38,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44280351827421177,0.483242660152409,2.463737797823459,0.007881905816511962
39,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4428979385959094,0.483242660152409,2.463737797823459,0.007881905816511962
40,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4429863950950202,0.483242660152409,2.463737797823459,0.007881905816511962
41,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44306923753893607,0.483242660152409,2.463737797823459,0.007881905816511962
42,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44314680552895097,0.483242660152409,2.463737797823459,0.007881905816511962
43,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44321942615845145,0.483242660152409,2.463737797823459,0.007881905816511962
44,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4432874124440862,0.483242660152409,2.463737797823459,0.007881905816511962
45,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4433510623592548,0.483242660152409,2.463737797823459,0.007881905816511962
46,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4434106583330346,0.483242660152409,2.463737797823459,0.007881905816511962
47,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44346646710503246,0.483242660152409,2.463737797823459,0.007881905816511962
48,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4435187398487966,0.483242660152409,2.463737797823459,0.007881905816511962
49,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4435677124943331,0.483242660152409,2.463737797823459,0.007881905816511962
50,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4436136061947222,0.483242660152409,2.463737797823459,0.007881905816511962
51,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44365662789350024,0.483242660152409,2.463737797823459,0.007881905816511962
52,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44369697095884936,0.483242660152409,2.463737797823459,0.007881905816511962
53,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4437348158581791,0.483242660152409,2.463737797823459,0.007881905816511962
54,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44377033085273454,0.483242660152409,2.463737797823459,0.007881905816511962
55,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4438036726966939,0.483242660152409,2.463737797823459,0.007881905816511962
56,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44383498732907173,0.483242660152409,2.463737797823459,0.007881905816511962
57,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4438644105498097,0.483242660152409,2.463737797823459,0.007881905816511962
58,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4438920686738515,0.483242660152409,2.463737797823459,0.007881905816511962
59,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44391807915890724,0.483242660152409,2.463737797823459,0.007881905816511962
60,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44394255120410137,0.483242660152409,2.463737797823459,0.007881905816511962
61,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44396558631785427,0.483242660152409,2.463737797823459,0.007881905816511962
62,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44398727885423844,0.483242660152409,2.463737797823459,0.007881905816511962
63,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44400771651772625,0.483242660152409,2.463737797823459,0.007881905816511962
64,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44402698083674863,0.483242660152409,2.463737797823459,0.007881905816511962
65,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4440451476068631,0.483242660152409,2.463737797823459,0.007881905816511962
66,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44406228730458785,0.483242660152409,2.463737797823459,0.007881905816511962
67,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.4440784654731404,0.483242660152409,2.463737797823459,0.007881905816511962
68,run_1746381834,2025-05-04 14:03:54,scale-free-high-s1,"100","3","5","1","scale_free","75","scale-free-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","5","0.1",6.059372954218109,3.39385833884157,4.912792787730869,0.44409374308144023,0.483242660152409,2.463737797823459,0.007881905816511962
