step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="small-world-low-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="2",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.164102040326841,3.8467187655322346,4.917627313890511,0.4495528792394796,0.029943977885503334,2.4390695368577098,0.008524317053327868
11,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.8467187655322346,4.9158790412721585,0.4498815182923559,0.030002102590732892,2.4390695368577098,0.008538886487737356
12,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.8117980880032123,4.9158790412721585,0.4495902906216909,0.030002102590732892,2.479248730868975,0.008538886487737356
13,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.8117980880032123,4.914277552268354,0.44999315761495823,0.030002102590732892,2.479248730868975,0.008523360842854518
14,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.8117980880032123,4.914277552268354,0.4503782614231887,0.030002102590732892,2.479248730868975,0.008523360842854518
15,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.8117980880032123,4.912119210646508,0.4501139372580272,0.030002102590732892,2.479248730868975,0.008614509606225656
16,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.8117980880032123,4.912119210646508,0.45043405794166785,0.030002102590732892,2.479248730868975,0.008614509606225656
17,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.783579928588681,4.9107323568798495,0.4500962301586662,0.030002102590732892,2.4910211764838674,0.008561166972401411
18,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.783579928588681,4.9107323568798495,0.4503103773085304,0.030002102590732892,2.4910211764838674,0.008561166972401411
19,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.783579928588681,4.9107323568798495,0.4505014395899103,0.030002102590732892,2.4910211764838674,0.008561166972401411
20,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.7566757170933123,4.9107323568798495,0.44993661567719406,0.030002102590732892,2.4972273537695107,0.008561166972401411
21,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.167585764824642,3.7274391379793643,4.9107323568798495,0.4494012652723246,0.030002102590732892,2.5091492345168493,0.008561166972401411
22,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.9107323568798495,0.4499266125422532,0.03010195869282963,2.5091492345168493,0.008561166972401411
23,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.9107323568798495,0.45011597180443025,0.03010195869282963,2.5091492345168493,0.008561166972401411
24,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.907634682987341,0.4498503327880778,0.03010195869282963,2.5091492345168493,0.008479733334520255
25,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.907634682987341,0.4499973013599864,0.03010195869282963,2.5091492345168493,0.008479733334520255
26,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.907634682987341,0.4501242839961158,0.03010195869282963,2.5091492345168493,0.008479733334520255
27,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.907634682987341,0.4502336046959894,0.03010195869282963,2.5091492345168493,0.008479733334520255
28,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.907634682987341,0.45032730969870455,0.03010195869282963,2.5091492345168493,0.008479733334520255
29,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.907634682987341,0.45040720424110053,0.03010195869282963,2.5091492345168493,0.008479733334520255
30,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.7274391379793643,4.907634682987341,0.45047488369619926,0.03010195869282963,2.5091492345168493,0.008479733334520255
31,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.6900428511239727,4.907634682987341,0.4499724631384203,0.03010195869282963,2.5524208772292183,0.008479733334520255
32,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.6900428511239727,4.907634682987341,0.4500295349102161,0.03010195869282963,2.5524208772292183,0.008479733334520255
33,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.6900428511239727,4.907634682987341,0.4500776186890102,0.03010195869282963,2.5524208772292183,0.008479733334520255
34,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.6900428511239727,4.907634682987341,0.4501176601912772,0.03010195869282963,2.5524208772292183,0.008479733334520255
35,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.6900428511239727,4.907634682987341,0.4501505202912266,0.03010195869282963,2.5524208772292183,0.008479733334520255
36,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.6900428511239727,4.907634682987341,0.45017698078114887,0.03010195869282963,2.5524208772292183,0.008479733334520255
37,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.44963420590619085,0.03010195869282963,2.5862126548843247,0.008479733334520255
38,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4496753461827443,0.03010195869282963,2.5862126548843247,0.008479733334520255
39,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.449706316573606,0.03010195869282963,2.5862126548843247,0.008479733334520255
40,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4497290605268263,0.03010195869282963,2.5862126548843247,0.008479733334520255
41,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.44974512581616216,0.03010195869282963,2.5862126548843247,0.008479733334520255
42,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4497557498674668,0.03010195869282963,2.5862126548843247,0.008479733334520255
43,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.44976192616702626,0.03010195869282963,2.5862126548843247,0.008479733334520255
44,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.44976445598749615,0.03010195869282963,2.5862126548843247,0.008479733334520255
45,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4497639887167926,0.03010195869282963,2.5862126548843247,0.008479733334520255
46,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4497610533380408,0.03010195869282963,2.5862126548843247,0.008479733334520255
47,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4497560830368031,0.03010195869282963,2.5862126548843247,0.008479733334520255
48,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4497494344682579,0.03010195869282963,2.5862126548843247,0.008479733334520255
49,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4497414028730066,0.03010195869282963,2.5862126548843247,0.008479733334520255
50,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.907634682987341,0.4497322339634581,0.03010195869282963,2.5862126548843247,0.008479733334520255
51,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4493994379587656,0.03010195869282963,2.5862126548843247,0.008421123065734476
52,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.44941191514467993,0.03010195869282963,2.5862126548843247,0.008421123065734476
53,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4494214992424429,0.03010195869282963,2.5862126548843247,0.008421123065734476
54,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4494285859665528,0.03010195869282963,2.5862126548843247,0.008421123065734476
55,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4494335163642378,0.03010195869282963,2.5862126548843247,0.008421123065734476
56,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4494365849194083,0.03010195869282963,2.5862126548843247,0.008421123065734476
57,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.44943804635073376,0.03010195869282963,2.5862126548843247,0.008421123065734476
58,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4494381213313165,0.03010195869282963,2.5862126548843247,0.008421123065734476
59,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.44943700131511094,0.03010195869282963,2.5862126548843247,0.008421123065734476
60,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4494348526212243,0.03010195869282963,2.5862126548843247,0.008421123065734476
61,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4494318198998083,0.03010195869282963,2.5862126548843247,0.008421123065734476
62,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.44942802908110613,0.03010195869282963,2.5862126548843247,0.008421123065734476
63,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.44942358989127,0.03010195869282963,2.5862126548843247,0.008421123065734476
64,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.449418598003997,0.03010195869282963,2.5862126548843247,0.008421123065734476
65,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.44941313688516293,0.03010195869282963,2.5862126548843247,0.008421123065734476
66,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.44940727937794667,0.03010195869282963,2.5862126548843247,0.008421123065734476
67,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4494010890679994,0.03010195869282963,2.5862126548843247,0.008421123065734476
68,run_1746381401,2025-05-04 13:56:41,small-world-low-s3,"100","3","5","1","small_world","75","small-world-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.171246841529963,3.654086216270909,4.906174031188155,0.4493946214617052,0.03010195869282963,2.5862126548843247,0.008421123065734476
