step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="small-world-med-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
0,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.195949712934049,4.201293375000464,4.928211431136582,0.4923379760163724,0.04482835372907494,1.5992181417621734,0.014252524425667124
1,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.204925706340194,4.201293375000464,4.898236297043464,0.4891174581114299,0.04526420742687055,1.5992181417621734,0.0173795594480292
2,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.204925706340194,4.1678900252147155,4.875888835530032,0.48641862500382516,0.04526420742687055,1.6563217821340652,0.0179872103754266
3,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.1678900252147155,4.865024759646995,0.48503372982320486,0.045614595382139314,1.6563217821340652,0.018222978447284377
4,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.138151260921992,4.856362734122204,0.48323043324254583,0.045614595382139314,1.694384953386695,0.018331018122220585
5,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.138151260921992,4.853909489583242,0.4828100592848268,0.045614595382139314,1.694384953386695,0.018222085914034968
6,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.105621248203485,4.853909489583242,0.48155984152583253,0.045614595382139314,1.7430750235185821,0.018222085914034968
7,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.105621248203485,4.853909489583242,0.4812283948593224,0.045614595382139314,1.7430750235185821,0.018222085914034968
8,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.105621248203485,4.853909489583242,0.48092768036845074,0.045614595382139314,1.7430750235185821,0.018222085914034968
9,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.105621248203485,4.853909489583242,0.48065311154166496,0.045614595382139314,1.7430750235185821,0.018222085914034968
10,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.105621248203485,4.853909489583242,0.4804008906599705,0.045614595382139314,1.7430750235185821,0.018222085914034968
11,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.07896367266902,4.853909489583242,0.47958738646235227,0.045614595382139314,1.765743092257904,0.018222085914034968
12,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.07896367266902,4.853909489583242,0.47936851091484656,0.045614595382139314,1.765743092257904,0.018222085914034968
13,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.07896367266902,4.853909489583242,0.47916368632412437,0.045614595382139314,1.765743092257904,0.018222085914034968
14,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.4784630759511624,0.045614595382139314,1.7716793410125933,0.018222085914034968
15,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.47830373970292456,0.045614595382139314,1.7716793410125933,0.018222085914034968
16,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.4781500925418537,0.045614595382139314,1.7716793410125933,0.018222085914034968
17,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.47800183192200424,0.045614595382139314,1.7716793410125933,0.018222085914034968
18,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.4778586813714242,0.045614595382139314,1.7716793410125933,0.018222085914034968
19,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.4777203866580564,0.045614595382139314,1.7716793410125933,0.018222085914034968
20,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.47758671273040304,0.045614595382139314,1.7716793410125933,0.018222085914034968
21,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.4774574412579144,0.045614595382139314,1.7716793410125933,0.018222085914034968
22,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.47733236863681583,0.045614595382139314,1.7716793410125933,0.018222085914034968
23,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.47721130435830245,0.045614595382139314,1.7716793410125933,0.018222085914034968
24,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.057555924596141,4.853909489583242,0.4770940696599274,0.045614595382139314,1.7716793410125933,0.018222085914034968
25,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.027693177826802,4.853909489583242,0.4765373317820633,0.045614595382139314,1.8036779842928494,0.018222085914034968
26,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.027693177826802,4.853909489583242,0.47638219049658537,0.045614595382139314,1.8036779842928494,0.018222085914034968
27,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,4.027693177826802,4.853909489583242,0.47623622685191846,0.045614595382139314,1.8036779842928494,0.018222085914034968
28,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.4755829055212841,0.045614595382139314,1.844201933286061,0.018222085914034968
29,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.4754530385805928,0.045614595382139314,1.844201933286061,0.018222085914034968
30,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.4753307761662735,0.045614595382139314,1.844201933286061,0.018222085914034968
