step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="small-world-med-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
31,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.4752152725478005,0.045614595382139314,1.844201933286061,0.018222085914034968
32,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.47510580177502043,0.045614595382139314,1.844201933286061,0.018222085914034968
33,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.4750017390903673,0.045614595382139314,1.844201933286061,0.018222085914034968
34,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.47490254536998244,0.045614595382139314,1.844201933286061,0.018222085914034968
35,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.474807754082848,0.045614595382139314,1.844201933286061,0.018222085914034968
36,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.4747169603456474,0.045614595382139314,1.844201933286061,0.018222085914034968
37,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.47462981172394364,0.045614595382139314,1.844201933286061,0.018222085914034968
38,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.995382112909088,4.853909489583242,0.47454600049025986,0.045614595382139314,1.844201933286061,0.018222085914034968
39,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9693604381658356,4.853909489583242,0.4738665991519475,0.045614595382139314,1.8589538815757143,0.018222085914034968
40,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9693604381658356,4.853909489583242,0.4737818022189773,0.045614595382139314,1.8589538815757143,0.018222085914034968
41,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9693604381658356,4.853909489583242,0.4737001767156241,0.045614595382139314,1.8589538815757143,0.018222085914034968
42,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4728411173310555,0.045614595382139314,1.8627019654688575,0.018222085914034968
43,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47270653292206405,0.045614595382139314,1.8627019654688575,0.018222085914034968
44,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4725803427875546,0.045614595382139314,1.8627019654688575,0.018222085914034968
45,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47246187721055505,0.045614595382139314,1.8627019654688575,0.018222085914034968
46,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4723505081778271,0.045614595382139314,1.8627019654688575,0.018222085914034968
47,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47224565072212327,0.045614595382139314,1.8627019654688575,0.018222085914034968
48,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47214676296888514,0.045614595382139314,1.8627019654688575,0.018222085914034968
49,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47205334525018805,0.045614595382139314,1.8627019654688575,0.018222085914034968
50,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47196493856706495,0.045614595382139314,1.8627019654688575,0.018222085914034968
51,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4718811226164818,0.045614595382139314,1.8627019654688575,0.018222085914034968
52,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4718015135479075,0.045614595382139314,1.8627019654688575,0.018222085914034968
53,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47172576157392954,0.045614595382139314,1.8627019654688575,0.018222085914034968
54,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4716535485275377,0.045614595382139314,1.8627019654688575,0.018222085914034968
55,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47158458543381604,0.045614595382139314,1.8627019654688575,0.018222085914034968
56,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4715186101444069,0.045614595382139314,1.8627019654688575,0.018222085914034968
57,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4714553850681505,0.045614595382139314,1.8627019654688575,0.018222085914034968
58,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4713946950197982,0.045614595382139314,1.8627019654688575,0.018222085914034968
59,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47133634519998224,0.045614595382139314,1.8627019654688575,0.018222085914034968
60,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4712801593130478,0.045614595382139314,1.8627019654688575,0.018222085914034968
61,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4712259778245029,0.045614595382139314,1.8627019654688575,0.018222085914034968
62,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4711736563563084,0.045614595382139314,1.8627019654688575,0.018222085914034968
63,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47112306421573585,0.045614595382139314,1.8627019654688575,0.018222085914034968
64,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.4710740830518191,0.045614595382139314,1.8627019654688575,0.018222085914034968
65,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47102660563233845,0.045614595382139314,1.8627019654688575,0.018222085914034968
66,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47098053473364276,0.045614595382139314,1.8627019654688575,0.018222085914034968
67,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47093578213533627,0.045614595382139314,1.8627019654688575,0.018222085914034968
68,run_1746381422,2025-05-04 13:57:02,small-world-med-s2,"100","3","5","1","small_world","75","small-world-med-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.2097928030672565,3.9468570488657235,4.853909489583242,0.47089226771182346,0.045614595382139314,1.8627019654688575,0.018222085914034968
