step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="random",steps="75",simulationName="random-high-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.2",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4504735289498963,0.0435670439159461,2.057581994139825,0.33374255576311657
11,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44997737713924324,0.0435670439159461,2.057581994139825,0.33374255576311657
12,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4495083388515161,0.0435670439159461,2.057581994139825,0.33374255576311657
13,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44906599493374977,0.0435670439159461,2.057581994139825,0.33374255576311657
14,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.448649682217775,0.0435670439159461,2.057581994139825,0.33374255576311657
15,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44825855892660416,0.0435670439159461,2.057581994139825,0.33374255576311657
16,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44789165720023694,0.0435670439159461,2.057581994139825,0.33374255576311657
17,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44754792504540364,0.0435670439159461,2.057581994139825,0.33374255576311657
18,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4472262596174522,0.0435670439159461,2.057581994139825,0.33374255576311657
19,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4469255334132391,0.0435670439159461,2.057581994139825,0.33374255576311657
20,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4466446146802428,0.0435670439159461,2.057581994139825,0.33374255576311657
21,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4463823831198848,0.0435670439159461,2.057581994139825,0.33374255576311657
22,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44613774177437926,0.0435670439159461,2.057581994139825,0.33374255576311657
23,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44590962582990756,0.0435670439159461,2.057581994139825,0.33374255576311657
24,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4456970089390897,0.0435670439159461,2.057581994139825,0.33374255576311657
25,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4454989075581274,0.0435670439159461,2.057581994139825,0.33374255576311657
26,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44531438370486875,0.0435670439159461,2.057581994139825,0.33374255576311657
27,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44514254647028584,0.0435670439159461,2.057581994139825,0.33374255576311657
28,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44498255255484687,0.0435670439159461,2.057581994139825,0.33374255576311657
29,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4448336060508751,0.0435670439159461,2.057581994139825,0.33374255576311657
30,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44469495765038713,0.0435670439159461,2.057581994139825,0.33374255576311657
31,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44456590342361474,0.0435670439159461,2.057581994139825,0.33374255576311657
32,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4444457832851917,0.0435670439159461,2.057581994139825,0.33374255576311657
33,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4443339792417856,0.0435670439159461,2.057581994139825,0.33374255576311657
34,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44422991349591556,0.0435670439159461,2.057581994139825,0.33374255576311657
35,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4441330464651106,0.0435670439159461,2.057581994139825,0.33374255576311657
36,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4440428747628213,0.0435670439159461,2.057581994139825,0.33374255576311657
37,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44395892917712115,0.0435670439159461,2.057581994139825,0.33374255576311657
38,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4438807726747933,0.0435670439159461,2.057581994139825,0.33374255576311657
39,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44380799845157093,0.0435670439159461,2.057581994139825,0.33374255576311657
40,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44374022804378815,0.0435670439159461,2.057581994139825,0.33374255576311657
41,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44367710951227685,0.0435670439159461,2.057581994139825,0.33374255576311657
42,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44361831570581045,0.0435670439159461,2.057581994139825,0.33374255576311657
43,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44356354260860065,0.0435670439159461,2.057581994139825,0.33374255576311657
44,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4435125077741427,0.0435670439159461,2.057581994139825,0.33374255576311657
45,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4434649488460004,0.0435670439159461,2.057581994139825,0.33374255576311657
46,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.443420622164789,0.0435670439159461,2.057581994139825,0.33374255576311657
47,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4433793014596298,0.0435670439159461,2.057581994139825,0.33374255576311657
48,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4433407766215987,0.0435670439159461,2.057581994139825,0.33374255576311657
49,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44330485255617214,0.0435670439159461,2.057581994139825,0.33374255576311657
50,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44327134811129987,0.0435670439159461,2.057581994139825,0.33374255576311657
51,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4432400950775094,0.0435670439159461,2.057581994139825,0.33374255576311657
52,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44321093725631466,0.0435670439159461,2.057581994139825,0.33374255576311657
53,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44318372959316144,0.0435670439159461,2.057581994139825,0.33374255576311657
54,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4431583373711499,0.0435670439159461,2.057581994139825,0.33374255576311657
55,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4431346354618495,0.0435670439159461,2.057581994139825,0.33374255576311657
56,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44311250762961407,0.0435670439159461,2.057581994139825,0.33374255576311657
57,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44309184588593475,0.0435670439159461,2.057581994139825,0.33374255576311657
58,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44307254989050926,0.0435670439159461,2.057581994139825,0.33374255576311657
59,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44305452639586484,0.0435670439159461,2.057581994139825,0.33374255576311657
60,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44303768873253213,0.0435670439159461,2.057581994139825,0.33374255576311657
61,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44302195633193137,0.0435670439159461,2.057581994139825,0.33374255576311657
62,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4430072542843013,0.0435670439159461,2.057581994139825,0.33374255576311657
63,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.442993512929157,0.0435670439159461,2.057581994139825,0.33374255576311657
64,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44298066747592935,0.0435670439159461,2.057581994139825,0.33374255576311657
65,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4429686576525836,0.0435670439159461,2.057581994139825,0.33374255576311657
66,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4429574273801695,0.0435670439159461,2.057581994139825,0.33374255576311657
67,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4429469244713877,0.0435670439159461,2.057581994139825,0.33374255576311657
68,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4429371003513963,0.0435670439159461,2.057581994139825,0.33374255576311657
69,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.44292790979920404,0.0435670439159461,2.057581994139825,0.33374255576311657
70,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4429193107081159,0.0435670439159461,2.057581994139825,0.33374255576311657
71,run_1746382117,2025-05-04 14:08:37,random-high-s2,"100","3","5","1","random","75","random-high-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.2",5.188912331988312,3.821920206913361,4.105078933124399,0.4429112638638067,0.0435670439159461,2.057581994139825,0.33374255576311657
