step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="scale_free",steps="75",simulationName="scale-free-med-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
16,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.9194630916572613,4.319867951061911,0.44106088659946,0.0006725017455083389,2.3399473132396946,0.36221397705913405
17,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.9194630916572613,4.319867951061911,0.44038207072817426,0.0006725017455083389,2.3399473132396946,0.36221397705913405
18,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8901228782410975,4.319867951061911,0.4391130067427437,0.0006725017455083389,2.3617649104573557,0.36221397705913405
19,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8901228782410975,4.319867951061911,0.43851500651302894,0.0006725017455083389,2.3617649104573557,0.36221397705913405
20,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.862447964802004,4.319867951061911,0.43717317640558584,0.0006725017455083389,2.376157586464211,0.36221397705913405
21,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.862447964802004,4.319867951061911,0.43666281806181234,0.0006725017455083389,2.376157586464211,0.36221397705913405
22,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.862447964802004,4.319867951061911,0.4361735393842213,0.0006725017455083389,2.376157586464211,0.36221397705913405
23,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.862447964802004,4.319867951061911,0.4357055490952292,0.0006725017455083389,2.376157586464211,0.36221397705913405
24,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.862447964802004,4.319867951061911,0.4352587615481631,0.0006725017455083389,2.376157586464211,0.36221397705913405
25,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4341173240573969,0.0006725017455083389,2.379076194209153,0.36221397705913405
26,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.43377089144233294,0.0006725017455083389,2.379076194209153,0.36221397705913405
27,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4334348605257008,0.0006725017455083389,2.379076194209153,0.36221397705913405
28,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4331101537070781,0.0006725017455083389,2.379076194209153,0.36221397705913405
29,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.43279735912415535,0.0006725017455083389,2.379076194209153,0.36221397705913405
30,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4324968013231617,0.0006725017455083389,2.379076194209153,0.36221397705913405
31,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4322085986151929,0.0006725017455083389,2.379076194209153,0.36221397705913405
32,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4319327095311274,0.0006725017455083389,2.379076194209153,0.36221397705913405
33,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4316689703570201,0.0006725017455083389,2.379076194209153,0.36221397705913405
34,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4314171253775703,0.0006725017455083389,2.379076194209153,0.36221397705913405
35,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.43117685116392485,0.0006725017455083389,2.379076194209153,0.36221397705913405
36,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.43094777600251744,0.0006725017455083389,2.379076194209153,0.36221397705913405
37,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.43072949536465927,0.0006725017455083389,2.379076194209153,0.36221397705913405
38,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4305215841546679,0.0006725017455083389,2.379076194209153,0.36221397705913405
39,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.43032360634120387,0.0006725017455083389,2.379076194209153,0.36221397705913405
40,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.43013512246708246,0.0006725017455083389,2.379076194209153,0.36221397705913405
41,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4299556954429387,0.0006725017455083389,2.379076194209153,0.36221397705913405
42,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42978489495627725,0.0006725017455083389,2.379076194209153,0.36221397705913405
43,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42962230076679503,0.0006725017455083389,2.379076194209153,0.36221397705913405
44,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4294675051090826,0.0006725017455083389,2.379076194209153,0.36221397705913405
45,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4293201143829542,0.0006725017455083389,2.379076194209153,0.36221397705913405
46,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4291797502781472,0.0006725017455083389,2.379076194209153,0.36221397705913405
47,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4290460504526658,0.0006725017455083389,2.379076194209153,0.36221397705913405
48,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.428918668861529,0.0006725017455083389,2.379076194209153,0.36221397705913405
49,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4287972758142672,0.0006725017455083389,2.379076194209153,0.36221397705913405
50,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42868155782442835,0.0006725017455083389,2.379076194209153,0.36221397705913405
51,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4285712173020432,0.0006725017455083389,2.379076194209153,0.36221397705913405
52,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4284659721299338,0.0006725017455083389,2.379076194209153,0.36221397705913405
53,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4283655551565508,0.0006725017455083389,2.379076194209153,0.36221397705913405
54,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42826971363134225,0.0006725017455083389,2.379076194209153,0.36221397705913405
55,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42817820860322753,0.0006725017455083389,2.379076194209153,0.36221397705913405
56,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4280908142983351,0.0006725017455083389,2.379076194209153,0.36221397705913405
57,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42800731748960147,0.0006725017455083389,2.379076194209153,0.36221397705913405
58,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4279275168679302,0.0006725017455083389,2.379076194209153,0.36221397705913405
59,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4278512224222948,0.0006725017455083389,2.379076194209153,0.36221397705913405
60,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42777825483429494,0.0006725017455083389,2.379076194209153,0.36221397705913405
61,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4277084448911825,0.0006725017455083389,2.379076194209153,0.36221397705913405
62,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42764163292018176,0.0006725017455083389,2.379076194209153,0.36221397705913405
63,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4275776682459855,0.0006725017455083389,2.379076194209153,0.36221397705913405
64,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4275164086725641,0.0006725017455083389,2.379076194209153,0.36221397705913405
65,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.42745771998984394,0.0006725017455083389,2.379076194209153,0.36221397705913405
66,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.427401475505365,0.0006725017455083389,2.379076194209153,0.36221397705913405
67,run_1746381817,2025-05-04 14:03:37,scale-free-med-s3,"100","3","5","1","scale_free","75","scale-free-med-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.023530760154611,3.8382488524765903,4.319867951061911,0.4273475556006802,0.0006725017455083389,2.379076194209153,0.36221397705913405
