step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="small-world-med-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.7205075810378085,4.027931684364162,4.798786069522155,0.46669131267472386,0.5612420370114881,2.2571543924251305,0.029206640898396072
11,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.7205075810378085,4.027931684364162,4.798786069522155,0.46658697432453167,0.5612420370114881,2.2571543924251305,0.029206640898396072
12,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.7205075810378085,4.027931684364162,4.798786069522155,0.46650030795094816,0.5612420370114881,2.2571543924251305,0.029206640898396072
13,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.7205075810378085,4.027931684364162,4.798786069522155,0.4664287724029904,0.5612420370114881,2.2571543924251305,0.029206640898396072
14,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.027931684364162,4.798786069522155,0.4666130965499007,0.5694811821630533,2.2571543924251305,0.029206640898396072
15,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.027931684364162,4.798786069522155,0.46656282358095547,0.5694811821630533,2.2571543924251305,0.029206640898396072
16,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.027931684364162,4.798786069522155,0.4665229445641708,0.5694811821630533,2.2571543924251305,0.029206640898396072
17,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.027931684364162,4.798786069522155,0.46649178551523107,0.5694811821630533,2.2571543924251305,0.029206640898396072
18,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.027931684364162,4.798786069522155,0.46646791098672075,0.5694811821630533,2.2571543924251305,0.029206640898396072
19,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.027931684364162,4.798786069522155,0.4664500909315986,0.5694811821630533,2.2571543924251305,0.029206640898396072
20,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.027931684364162,4.798786069522155,0.46643727222298936,0.5694811821630533,2.2571543924251305,0.029206640898396072
21,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.027931684364162,4.798786069522155,0.46642855415470735,0.5694811821630533,2.2571543924251305,0.029206640898396072
22,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,4.000158105327532,4.798786069522155,0.46566973558717784,0.5694811821630533,2.2795245575963867,0.029206640898396072
23,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.974988484002465,4.798786069522155,0.4650578268760631,0.5694811821630533,2.29191074777578,0.029206640898396072
24,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.974988484002465,4.798786069522155,0.46504696039609245,0.5694811821630533,2.29191074777578,0.029206640898396072
25,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.974988484002465,4.798786069522155,0.46503881328618185,0.5694811821630533,2.29191074777578,0.029206640898396072
26,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.9444516604632702,4.798786069522155,0.4643807564768764,0.5694811821630533,2.3216268177909916,0.029206640898396072
27,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.9061865554271247,4.798786069522155,0.4636315737298652,0.5694811821630533,2.385803089704086,0.029206640898396072
28,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.9061865554271247,4.798786069522155,0.4637482555664178,0.5694811821630533,2.385803089704086,0.029206640898396072
29,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.9061865554271247,4.798786069522155,0.46384786249718,0.5694811821630533,2.385803089704086,0.029206640898396072
30,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.4632723543898765,0.5694811821630533,2.429514797917412,0.029206640898396072
31,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.4633171196452732,0.5694811821630533,2.429514797917412,0.029206640898396072
32,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.4633550108949589,0.5694811821630533,2.429514797917412,0.029206640898396072
33,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.46338695167026567,0.5694811821630533,2.429514797917412,0.029206640898396072
34,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.46341372841839745,0.5694811821630533,2.429514797917412,0.029206640898396072
35,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.46343601176681415,0.5694811821630533,2.429514797917412,0.029206640898396072
36,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.4634543744268237,0.5694811821630533,2.429514797917412,0.029206640898396072
37,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.46346930627356725,0.5694811821630533,2.429514797917412,0.029206640898396072
38,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.46348122705299466,0.5694811821630533,2.429514797917412,0.029206640898396072
39,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.4634904970938718,0.5694811821630533,2.429514797917412,0.029206640898396072
40,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.4634974263420862,0.5694811821630533,2.429514797917412,0.029206640898396072
41,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.46350228198357435,0.5694811821630533,2.429514797917412,0.029206640898396072
42,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.46350529487949765,0.5694811821630533,2.429514797917412,0.029206640898396072
43,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8713975804280536,4.798786069522155,0.46350666500149584,0.5694811821630533,2.429514797917412,0.029206640898396072
44,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46292212059879995,0.5694811821630533,2.4335299798460106,0.029206640898396072
45,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4629433088812378,0.5694811821630533,2.4335299798460106,0.029206640898396072
46,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46296201608577886,0.5694811821630533,2.4335299798460106,0.029206640898396072
47,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4629784284810689,0.5694811821630533,2.4335299798460106,0.029206640898396072
48,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46299271392669517,0.5694811821630533,2.4335299798460106,0.029206640898396072
49,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46300502458753584,0.5694811821630533,2.4335299798460106,0.029206640898396072
50,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46301549913046147,0.5694811821630533,2.4335299798460106,0.029206640898396072
51,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46302426451206563,0.5694811821630533,2.4335299798460106,0.029206640898396072
52,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4630314374427901,0.5694811821630533,2.4335299798460106,0.029206640898396072
53,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46303712559448423,0.5694811821630533,2.4335299798460106,0.029206640898396072
54,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4630414286040379,0.5694811821630533,2.4335299798460106,0.029206640898396072
55,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.463044438914423,0.5694811821630533,2.4335299798460106,0.029206640898396072
56,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4630462424856156,0.5694811821630533,2.4335299798460106,0.029206640898396072
57,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4630469194009125,0.5694811821630533,2.4335299798460106,0.029206640898396072
58,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46304654438871284,0.5694811821630533,2.4335299798460106,0.029206640898396072
59,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4630451872755686,0.5694811821630533,2.4335299798460106,0.029206640898396072
60,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46304291338296844,0.5694811821630533,2.4335299798460106,0.029206640898396072
61,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4630397838777083,0.5694811821630533,2.4335299798460106,0.029206640898396072
62,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46303585608365766,0.5694811821630533,2.4335299798460106,0.029206640898396072
63,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46303118376113245,0.5694811821630533,2.4335299798460106,0.029206640898396072
64,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46302581735883747,0.5694811821630533,2.4335299798460106,0.029206640898396072
65,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.463019804242357,0.5694811821630533,2.4335299798460106,0.029206640898396072
66,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4630131889024124,0.5694811821630533,2.4335299798460106,0.029206640898396072
67,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.4630060131454994,0.5694811821630533,2.4335299798460106,0.029206640898396072
68,run_1746381415,2025-05-04 13:56:55,small-world-med-s1,"100","3","5","1","small_world","75","small-world-med-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.1",5.754813879424171,3.8469393037904327,4.798786069522155,0.46299831626904625,0.5694811821630533,2.4335299798460106,0.029206640898396072
