step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="small-world-low-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="2",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
17,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,4.006844506901352,4.861728131960552,0.5034527621411448,0.5937244069173494,2.23259163960027,0.013769195177871563
18,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,4.006844506901352,4.861728131960552,0.5035752760821355,0.5937244069173494,2.23259163960027,0.013769195177871563
19,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,4.006844506901352,4.861728131960552,0.5036864681336148,0.5937244069173494,2.23259163960027,0.013769195177871563
20,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,3.9735851703617744,4.859111714136445,0.5029364575847386,0.5937244069173494,2.276040417276306,0.013723359798449741
21,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,3.9735851703617744,4.859111714136445,0.5030482744017807,0.5937244069173494,2.276040417276306,0.013723359798449741
22,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,3.9735851703617744,4.859111714136445,0.5031515171703103,0.5937244069173494,2.276040417276306,0.013723359798449741
23,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,3.949751979739542,4.859111714136445,0.5027172746165782,0.5937244069173494,2.2833490132401284,0.013723359798449741
24,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,3.949751979739542,4.859111714136445,0.5028111163586979,0.5937244069173494,2.2833490132401284,0.013723359798449741
25,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,3.949751979739542,4.859111714136445,0.5028941288758763,0.5937244069173494,2.2833490132401284,0.013723359798449741
26,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,3.949751979739542,4.859111714136445,0.5029678528960088,0.5937244069173494,2.2833490132401284,0.013723359798449741
27,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.68813323240411,3.949751979739542,4.859111714136445,0.5030335402596862,0.5937244069173494,2.2833490132401284,0.013723359798449741
28,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5032051605569723,0.5918981562195108,2.2833490132401284,0.013723359798449741
29,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5032468020464331,0.5918981562195108,2.2833490132401284,0.013723359798449741
30,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5032845535082612,0.5918981562195108,2.2833490132401284,0.013723359798449741
31,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5033187438843914,0.5918981562195108,2.2833490132401284,0.013723359798449741
32,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5033496574999599,0.5918981562195108,2.2833490132401284,0.013723359798449741
33,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5033775428857171,0.5918981562195108,2.2833490132401284,0.013723359798449741
34,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5034026195751085,0.5918981562195108,2.2833490132401284,0.013723359798449741
35,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5034250833617734,0.5918981562195108,2.2833490132401284,0.013723359798449741
36,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5034451103854056,0.5918981562195108,2.2833490132401284,0.013723359798449741
37,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5034628603247379,0.5918981562195108,2.2833490132401284,0.013723359798449741
38,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5034784789089033,0.5918981562195108,2.2833490132401284,0.013723359798449741
39,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.859111714136445,0.5034920999073258,0.5918981562195108,2.2833490132401284,0.013723359798449741
40,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.856387744630201,0.503116918202626,0.5918981562195108,2.2833490132401284,0.01369038998671503
41,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.856387744630201,0.5031448925661222,0.5918981562195108,2.2833490132401284,0.01369038998671503
42,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.856387744630201,0.5031666687196766,0.5918981562195108,2.2833490132401284,0.01369038998671503
43,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.949751979739542,4.856387744630201,0.5031833521203215,0.5918981562195108,2.2833490132401284,0.01369038998671503
44,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.914609826188315,4.856387744630201,0.5021195148108333,0.5918981562195108,2.3317951835159825,0.01369038998671503
45,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.890891874410451,4.856387744630201,0.5012898035702326,0.5918981562195108,2.3360003023278884,0.01369038998671503
46,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.8601352703825262,4.856387744630201,0.5006756497319024,0.5918981562195108,2.361426403883791,0.01369038998671503
47,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.8601352703825262,4.856387744630201,0.500638858588322,0.5918981562195108,2.361426403883791,0.01369038998671503
48,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.8601352703825262,4.856387744630201,0.5006105362711232,0.5918981562195108,2.361426403883791,0.01369038998671503
49,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.8601352703825262,4.856387744630201,0.5005889449695298,0.5918981562195108,2.361426403883791,0.01369038998671503
50,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.8601352703825262,4.856387744630201,0.5005726513721069,0.5918981562195108,2.361426403883791,0.01369038998671503
51,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.8601352703825262,4.856387744630201,0.5005604775178634,0.5918981562195108,2.361426403883791,0.01369038998671503
52,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.8601352703825262,4.856387744630201,0.5005514590894347,0.5918981562195108,2.361426403883791,0.01369038998671503
53,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.8601352703825262,4.856387744630201,0.5005448101016173,0.5918981562195108,2.361426403883791,0.01369038998671503
54,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.822937030550831,4.856387744630201,0.4996252150861942,0.5918981562195108,2.413611676318843,0.01369038998671503
55,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.822937030550831,4.856387744630201,0.4996412848227316,0.5918981562195108,2.413611676318843,0.01369038998671503
56,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7846841376240725,4.856387744630201,0.4987413683571909,0.5918981562195108,2.468424646751399,0.01369038998671503
57,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7846841376240725,4.856387744630201,0.498730791625402,0.5918981562195108,2.468424646751399,0.01369038998671503
58,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.856387744630201,0.49796507887577723,0.5918981562195108,2.494371183170579,0.01369038998671503
59,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.4974759025729766,0.5918981562195108,2.494371183170579,0.013618071401881069
60,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.4974653301206623,0.5918981562195108,2.494371183170579,0.013618071401881069
61,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.49746252606475005,0.5918981562195108,2.494371183170579,0.013618071401881069
62,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.4974652620202079,0.5918981562195108,2.494371183170579,0.013618071401881069
63,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.497471805762764,0.5918981562195108,2.494371183170579,0.013618071401881069
64,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.4974808187856404,0.5918981562195108,2.494371183170579,0.013618071401881069
65,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.49749127455667813,0.5918981562195108,2.494371183170579,0.013618071401881069
66,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.4975023932909482,0.5918981562195108,2.494371183170579,0.013618071401881069
67,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.49751358990967204,0.5918981562195108,2.494371183170579,0.013618071401881069
68,run_1746381383,2025-05-04 13:56:23,small-world-low-s1,"100","3","5","1","small_world","75","small-world-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","2","0.1","3","0.1",5.700549163265262,3.7520911239586554,4.8537650094440625,0.49752443253399214,0.5918981562195108,2.494371183170579,0.013618071401881069
