step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="random",steps="75",simulationName="random-low-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.05",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
11,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.080416341698938,0.44187093504206343,0.5615823654201835,2.512875363214292,0.5396773060029433
12,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.080416341698938,0.4417724655701385,0.5615823654201835,2.512875363214292,0.5396773060029433
13,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.064236289681774,0.4415899796260499,0.5615823654201835,2.512875363214292,0.535837097396589
14,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.064236289681774,0.44152831025469175,0.5615823654201835,2.512875363214292,0.535837097396589
15,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.064236289681774,0.44148136520237846,0.5615823654201835,2.512875363214292,0.535837097396589
16,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.0468384380252305,0.44119210856373214,0.5615823654201835,2.512875363214292,0.5332423799452475
17,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.0468384380252305,0.44118018028073996,0.5615823654201835,2.512875363214292,0.5332423799452475
18,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.0468384380252305,0.44117617432041584,0.5615823654201835,2.512875363214292,0.5332423799452475
19,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.0355789119988605,0.440953247909718,0.5615823654201835,2.512875363214292,0.5243290008239785
20,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.0355789119988605,0.44098150620835674,0.5615823654201835,2.512875363214292,0.5243290008239785
21,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.0355789119988605,0.44101282728709906,0.5615823654201835,2.512875363214292,0.5243290008239785
22,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.0355789119988605,0.4410467827909482,0.5615823654201835,2.512875363214292,0.5243290008239785
23,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.775325935625732,4.0355789119988605,0.44108297836154625,0.5615823654201835,2.512875363214292,0.5243290008239785
24,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.7377062767620357,4.0355789119988605,0.44042614072270625,0.5615823654201835,2.560840356741405,0.5243290008239785
25,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.7377062767620357,4.0355789119988605,0.4404909252822184,0.5615823654201835,2.560840356741405,0.5243290008239785
26,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.707084959301876,4.0355789119988605,0.4399577202674244,0.5615823654201835,2.576363006303524,0.5243290008239785
27,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.707084959301876,4.0355789119988605,0.44001585569632495,0.5615823654201835,2.576363006303524,0.5243290008239785
28,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.707084959301876,4.0355789119988605,0.44007356310278306,0.5615823654201835,2.576363006303524,0.5243290008239785
29,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.707084959301876,4.0355789119988605,0.44013064850103717,0.5615823654201835,2.576363006303524,0.5243290008239785
30,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.67411047536073,4.0355789119988605,0.43946661605932574,0.5615823654201835,2.5987409363372973,0.5243290008239785
31,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.67411047536073,4.0355789119988605,0.43951464383693783,0.5615823654201835,2.5987409363372973,0.5243290008239785
32,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.67411047536073,4.0355789119988605,0.4395646841034778,0.5615823654201835,2.5987409363372973,0.5243290008239785
33,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4390152041030615,0.5615823654201835,2.633781075870205,0.5243290008239785
34,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4390493542389799,0.5615823654201835,2.633781075870205,0.5243290008239785
35,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4390866133844261,0.5615823654201835,2.633781075870205,0.5243290008239785
36,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.439126310535893,0.5615823654201835,2.633781075870205,0.5243290008239785
37,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4391678666673053,0.5615823654201835,2.633781075870205,0.5243290008239785
38,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.43921078224614535,0.5615823654201835,2.633781075870205,0.5243290008239785
39,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4392546268067475,0.5615823654201835,2.633781075870205,0.5243290008239785
40,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4392990301348965,0.5615823654201835,2.633781075870205,0.5243290008239785
41,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4393436747329273,0.5615823654201835,2.633781075870205,0.5243290008239785
42,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.439388289318356,0.5615823654201835,2.633781075870205,0.5243290008239785
43,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4394326431700749,0.5615823654201835,2.633781075870205,0.5243290008239785
44,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4394765411805268,0.5615823654201835,2.633781075870205,0.5243290008239785
45,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.43951981950457386,0.5615823654201835,2.633781075870205,0.5243290008239785
46,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4395623417193662,0.5615823654201835,2.633781075870205,0.5243290008239785
47,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.43960399542679407,0.5615823654201835,2.633781075870205,0.5243290008239785
48,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4396446892428713,0.5615823654201835,2.633781075870205,0.5243290008239785
49,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0355789119988605,0.4396843501279159,0.5615823654201835,2.633781075870205,0.5243290008239785
50,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4395746706970571,0.5615823654201835,2.633781075870205,0.5153496609550285
51,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4396235134101138,0.5615823654201835,2.633781075870205,0.5153496609550285
52,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.43966967864543605,0.5615823654201835,2.633781075870205,0.5153496609550285
53,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4397133512225306,0.5615823654201835,2.633781075870205,0.5153496609550285
54,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4397546970130439,0.5615823654201835,2.633781075870205,0.5153496609550285
55,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.43979386539336734,0.5615823654201835,2.633781075870205,0.5153496609550285
56,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.43983099135702536,0.5615823654201835,2.633781075870205,0.5153496609550285
57,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4398661973339002,0.5615823654201835,2.633781075870205,0.5153496609550285
58,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.43989959475711443,0.5615823654201835,2.633781075870205,0.5153496609550285
59,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.43993128541291787,0.5615823654201835,2.633781075870205,0.5153496609550285
60,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.43996136260411,0.5615823654201835,2.633781075870205,0.5153496609550285
61,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.43998991215333355,0.5615823654201835,2.633781075870205,0.5153496609550285
62,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.44001701326891507,0.5615823654201835,2.633781075870205,0.5153496609550285
63,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4400427392927541,0.5615823654201835,2.633781075870205,0.5153496609550285
64,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4400671583470195,0.5615823654201835,2.633781075870205,0.5153496609550285
65,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4400903338940328,0.5615823654201835,2.633781075870205,0.5153496609550285
66,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.44011232522167637,0.5615823654201835,2.633781075870205,0.5153496609550285
67,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.4401331878648992,0.5615823654201835,2.633781075870205,0.5153496609550285
68,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.44015297397237946,0.5615823654201835,2.633781075870205,0.5153496609550285
69,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.44017173262610315,0.5615823654201835,2.633781075870205,0.5153496609550285
70,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.44018951012050067,0.5615823654201835,2.633781075870205,0.5153496609550285
71,run_1746382068,2025-05-04 14:07:48,random-low-s3,"100","3","5","1","random","75","random-low-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.722382304949429,3.6376241782525147,4.0237881638546416,0.44020635020682475,0.5615823654201835,2.633781075870205,0.5153496609550285
