step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="scale_free",steps="75",simulationName="scale-free-low-s2",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="1",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.99140158772689,0.5129600219006325,0.3766876979463861,1.4894550593135762,8.683617907939033e-05
11,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.99140158772689,0.5133862235884563,0.3766876979463861,1.4894550593135762,8.683617907939033e-05
12,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.99087132121584,0.5131847248992814,0.3766876979463861,1.4894550593135762,8.684233526518459e-05
13,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.513101633083796,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
14,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.5134177136901866,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
15,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.513682170620487,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
16,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.5139024245103735,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
17,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.5140848026793919,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
18,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.5142347079782508,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
19,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.5143567598806235,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
20,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.51445491271319,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
21,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.5145325549939327,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
22,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.119735616729222,4.990315512375014,0.5145925931098229,0.3766876979463861,1.4894550593135762,8.697950857612637e-05
23,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.990315512375014,0.5138493812376748,0.3766876979463861,1.5059556167835835,8.697950857612637e-05
24,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.990085268287813,0.5138023617957931,0.3766876979463861,1.5059556167835835,8.77681381790823e-05
25,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.990085268287813,0.5137995422725495,0.3766876979463861,1.5059556167835835,8.77681381790823e-05
26,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.990085268287813,0.5137919671074413,0.3766876979463861,1.5059556167835835,8.77681381790823e-05
27,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5138956872447848,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
28,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5138648754800904,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
29,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5138324565979172,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
30,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5137984355333564,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
31,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5137628704190793,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
32,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5137258537653482,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
33,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5136874987147365,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
34,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.513647929124981,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
35,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.513607272528036,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
36,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5135656552394869,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
37,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.095168211975107,4.989900053597274,0.5135231990658826,0.3766876979463861,1.5059556167835835,8.749157392494357e-05
38,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.065591995976188,4.989900053597274,0.5129640267434712,0.3766876979463861,1.5390331187016162,8.749157392494357e-05
39,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.065591995976188,4.989900053597274,0.512947810114116,0.3766876979463861,1.5390331187016162,8.749157392494357e-05
40,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.065591995976188,4.989900053597274,0.5129237559661797,0.3766876979463861,1.5390331187016162,8.749157392494357e-05
41,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.065591995976188,4.989900053597274,0.5128935003853263,0.3766876979463861,1.5390331187016162,8.749157392494357e-05
42,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.065591995976188,4.989900053597274,0.5128583538117278,0.3766876979463861,1.5390331187016162,8.749157392494357e-05
43,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.065591995976188,4.989900053597274,0.5128193666920071,0.3766876979463861,1.5390331187016162,8.749157392494357e-05
44,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.065591995976188,4.989900053597274,0.512777381650113,0.3766876979463861,1.5390331187016162,8.749157392494357e-05
45,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.065591995976188,4.989900053597274,0.512733074991969,0.3766876979463861,1.5390331187016162,8.749157392494357e-05
46,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989900053597274,0.5119894561636124,0.3766876979463861,1.545909333143549,8.749157392494357e-05
47,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989684133288059,0.511964079104466,0.3766876979463861,1.545909333143549,8.774554323748735e-05
48,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989684133288059,0.5119418295844448,0.3766876979463861,1.545909333143549,8.774554323748735e-05
49,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989684133288059,0.5119155710294041,0.3766876979463861,1.545909333143549,8.774554323748735e-05
50,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989684133288059,0.5118857878978069,0.3766876979463861,1.545909333143549,8.774554323748735e-05
51,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989684133288059,0.5118529256264891,0.3766876979463861,1.545909333143549,8.774554323748735e-05
52,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989684133288059,0.5118173905420049,0.3766876979463861,1.545909333143549,8.774554323748735e-05
53,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.98930334296407,0.5113768999293236,0.3766876979463861,1.545909333143549,8.70068520843156e-05
54,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.98930334296407,0.5113328313472294,0.3766876979463861,1.545909333143549,8.70068520843156e-05
55,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.98930334296407,0.5112884111640529,0.3766876979463861,1.545909333143549,8.70068520843156e-05
56,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989109200209994,0.5111732585157395,0.3766876979463861,1.545909333143549,8.658494465865215e-05
57,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989109200209994,0.5111307031181421,0.3766876979463861,1.545909333143549,8.658494465865215e-05
58,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989109200209994,0.5110876780806075,0.3766876979463861,1.545909333143549,8.658494465865215e-05
59,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989109200209994,0.5110442173018245,0.3766876979463861,1.545909333143549,8.658494465865215e-05
60,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.989109200209994,0.5110003634521313,0.3766876979463861,1.545909333143549,8.658494465865215e-05
61,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.988943714727866,0.5107768126572414,0.3766876979463861,1.545909333143549,8.56915651853521e-05
62,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.988943714727866,0.5107503587529735,0.3766876979463861,1.545909333143549,8.56915651853521e-05
63,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.988943714727866,0.5107198453368247,0.3766876979463861,1.545909333143549,8.56915651853521e-05
64,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.988943714727866,0.5106860591752321,0.3766876979463861,1.545909333143549,8.56915651853521e-05
65,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.988943714727866,0.5106496474245286,0.3766876979463861,1.545909333143549,8.56915651853521e-05
66,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.988943714727866,0.5106111420361306,0.3766876979463861,1.545909333143549,8.56915651853521e-05
67,run_1746381779,2025-05-04 14:02:59,scale-free-low-s2,"100","3","5","1","scale_free","75","scale-free-low-s2","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","1","0.1",5.590237342863024,4.043562211771868,4.988943714727866,0.5105709799699124,0.3766876979463861,1.545909333143549,8.56915651853521e-05
