step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="random",steps="75",simulationName="random-low-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="4",small_world_p="0.1",scale_free_m="3",random_p="0.05",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
11,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.9504772237064394,4.344666882686047,0.4592870777575952,0.5337124288187218,1.7046130837532845,0.27538648350223427
12,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.9199888473194293,4.344666882686047,0.45763750833569006,0.5337124288187218,1.73264116126941,0.27538648350223427
13,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.9199888473194293,4.344666882686047,0.45643105409433415,0.5337124288187218,1.73264116126941,0.27538648350223427
14,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.9199888473194293,4.334338709311674,0.4553093546250741,0.5337124288187218,1.73264116126941,0.2724101407549202
15,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.9199888473194293,4.325998628326386,0.45384286724808504,0.5337124288187218,1.73264116126941,0.2681929407419714
16,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.9199888473194293,4.325998628326386,0.45285411234463424,0.5337124288187218,1.73264116126941,0.2681929407419714
17,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.9199888473194293,4.317573798689745,0.45185144142822514,0.5337124288187218,1.73264116126941,0.2638630449657825
18,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.9199888473194293,4.317573798689745,0.4509796482288266,0.5337124288187218,1.73264116126941,0.2638630449657825
19,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.861521380794089,4.317573798689745,0.4490658115984481,0.5337124288187218,1.775485278301191,0.2638630449657825
20,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.861521380794089,4.317573798689745,0.4483501317100345,0.5337124288187218,1.775485278301191,0.2638630449657825
21,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.861521380794089,4.317573798689745,0.44766695467182666,0.5337124288187218,1.775485278301191,0.2638630449657825
22,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.861521380794089,4.304525932269159,0.4468120506605673,0.5337124288187218,1.775485278301191,0.26290906812739084
23,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.4456651385384102,0.5337124288187218,1.78241553451033,0.26290906812739084
24,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.445097210652476,0.5337124288187218,1.78241553451033,0.26290906812739084
25,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.4445507605777258,0.5337124288187218,1.78241553451033,0.26290906812739084
26,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.4440256750689268,0.5337124288187218,1.78241553451033,0.26290906812739084
27,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.4435216615184616,0.5337124288187218,1.78241553451033,0.26290906812739084
28,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.44303829322131577,0.5337124288187218,1.78241553451033,0.26290906812739084
29,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.44257504529453484,0.5337124288187218,1.78241553451033,0.26290906812739084
30,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.4421313231060763,0.5337124288187218,1.78241553451033,0.26290906812739084
31,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.441706484700763,0.5337124288187218,1.78241553451033,0.26290906812739084
32,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.44129985841704594,0.5337124288187218,1.78241553451033,0.26290906812739084
33,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.304525932269159,0.4409107566527877,0.5337124288187218,1.78241553451033,0.26290906812739084
34,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.44051514925535323,0.5337124288187218,1.78241553451033,0.2611762071870911
35,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.44016056082731886,0.5337124288187218,1.78241553451033,0.2611762071870911
36,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.43982120518384954,0.5337124288187218,1.78241553451033,0.2611762071870911
37,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.4394964536503278,0.5337124288187218,1.78241553451033,0.2611762071870911
38,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.4391856879265253,0.5337124288187218,1.78241553451033,0.2611762071870911
39,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.4388883038914335,0.5337124288187218,1.78241553451033,0.2611762071870911
40,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.43860371435304274,0.5337124288187218,1.78241553451033,0.2611762071870911
41,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.43833135096552556,0.5337124288187218,1.78241553451033,0.2611762071870911
42,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.43807066549186496,0.5337124288187218,1.78241553451033,0.2611762071870911
43,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.4378211305543554,0.5337124288187218,1.78241553451033,0.2611762071870911
44,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.4375822399868446,0.5337124288187218,1.78241553451033,0.2611762071870911
45,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.4373535088796664,0.5337124288187218,1.78241553451033,0.2611762071870911
46,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.43713447338982653,0.5337124288187218,1.78241553451033,0.2611762071870911
47,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.43692469037424436,0.5337124288187218,1.78241553451033,0.2611762071870911
48,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.835800217758158,4.291857640627986,0.43672373689200433,0.5337124288187218,1.78241553451033,0.2611762071870911
49,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.291857640627986,0.4360180335201914,0.5337124288187218,1.8006682880765612,0.2611762071870911
50,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.43577358390070325,0.5337124288187218,1.8006682880765612,0.25836298137355074
51,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4356007454512156,0.5337124288187218,1.8006682880765612,0.25836298137355074
52,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.43543684260317617,0.5337124288187218,1.8006682880765612,0.25836298137355074
53,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4352811783804704,0.5337124288187218,1.8006682880765612,0.25836298137355074
54,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4351331346290783,0.5337124288187218,1.8006682880765612,0.25836298137355074
55,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4349921613540993,0.5337124288187218,1.8006682880765612,0.25836298137355074
56,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4348577675670692,0.5337124288187218,1.8006682880765612,0.25836298137355074
57,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.43472951343399396,0.5337124288187218,1.8006682880765612,0.25836298137355074
58,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4346070035415327,0.5337124288187218,1.8006682880765612,0.25836298137355074
59,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.43448988112286474,0.5337124288187218,1.8006682880765612,0.25836298137355074
60,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4343778231061088,0.5337124288187218,1.8006682880765612,0.25836298137355074
61,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.434270535866946,0.5337124288187218,1.8006682880765612,0.25836298137355074
62,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4341677515835532,0.5337124288187218,1.8006682880765612,0.25836298137355074
63,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4340692251062918,0.5337124288187218,1.8006682880765612,0.25836298137355074
64,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.43397473126706065,0.5337124288187218,1.8006682880765612,0.25836298137355074
65,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.43388406256401657,0.5337124288187218,1.8006682880765612,0.25836298137355074
66,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4337970271666714,0.5337124288187218,1.8006682880765612,0.25836298137355074
67,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4337134471944074,0.5337124288187218,1.8006682880765612,0.25836298137355074
68,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.43363315722833984,0.5337124288187218,1.8006682880765612,0.25836298137355074
69,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.4335560030223727,0.5337124288187218,1.8006682880765612,0.25836298137355074
70,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.433481840384352,0.5337124288187218,1.8006682880765612,0.25836298137355074
71,run_1746382042,2025-05-04 14:07:22,random-low-s1,"100","3","5","1","random","75","random-low-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","4","0.1","3","0.05",5.760620327898294,3.8060779044505755,4.279935168025226,0.43341053420254744,0.5337124288187218,1.8006682880765612,0.25836298137355074
