step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="small-world-high-s1",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="8",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
10,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.227666315795973,4.824057150486952,0.48523076563703865,0.007239707820607058,1.8304510610403923,0.03346328659969787
11,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.163563849327936,4.824057150486952,0.4834782683474834,0.007239707820607058,1.9343350522149956,0.03346328659969787
12,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.163563849327936,4.824057150486952,0.48326214096950454,0.007239707820607058,1.9343350522149956,0.03346328659969787
13,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.163563849327936,4.824057150486952,0.48306444155056316,0.007239707820607058,1.9343350522149956,0.03346328659969787
14,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.163563849327936,4.824057150486952,0.48288250468239063,0.007239707820607058,1.9343350522149956,0.03346328659969787
15,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.163563849327936,4.824057150486952,0.4827140909622331,0.007239707820607058,1.9343350522149956,0.03346328659969787
16,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.1318776754863755,4.824057150486952,0.4820812997559376,0.007239707820607058,1.980725477318917,0.03346328659969787
17,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.02962220311645,4.824057150486952,0.4795541630233683,0.007239707820607058,2.141648505846161,0.03346328659969787
18,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.02962220311645,4.824057150486952,0.47945758060599997,0.007239707820607058,2.141648505846161,0.03346328659969787
19,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.02962220311645,4.824057150486952,0.4793646702595562,0.007239707820607058,2.141648505846161,0.03346328659969787
20,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,4.02962220311645,4.824057150486952,0.4792748025290712,0.007239707820607058,2.141648505846161,0.03346328659969787
21,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.9665091409306577,4.824057150486952,0.4776357551798697,0.007239707820607058,2.2180770125050095,0.03346328659969787
22,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.9665091409306577,4.824057150486952,0.4776169387139673,0.007239707820607058,2.2180770125050095,0.03346328659969787
23,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.9003641479633147,4.824057150486952,0.47631322759382,0.007239707820607058,2.2957758777382593,0.03346328659969787
24,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.9003641479633147,4.824057150486952,0.4762510337552954,0.007239707820607058,2.2957758777382593,0.03346328659969787
25,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.9003641479633147,4.824057150486952,0.4761880626460146,0.007239707820607058,2.2957758777382593,0.03346328659969787
26,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.9003641479633147,4.824057150486952,0.476124465722118,0.007239707820607058,2.2957758777382593,0.03346328659969787
27,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.9003641479633147,4.824057150486952,0.4760603979751282,0.007239707820607058,2.2957758777382593,0.03346328659969787
28,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47530768818901153,0.007239707820607058,2.3140843526306734,0.03346328659969787
29,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4752562035709654,0.007239707820607058,2.3140843526306734,0.03346328659969787
30,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4752034416376711,0.007239707820607058,2.3140843526306734,0.03346328659969787
31,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.475149692361169,0.007239707820607058,2.3140843526306734,0.03346328659969787
32,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47509521479951317,0.007239707820607058,2.3140843526306734,0.03346328659969787
33,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4750402392199875,0.007239707820607058,2.3140843526306734,0.03346328659969787
34,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4749849692617643,0.007239707820607058,2.3140843526306734,0.03346328659969787
35,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47492958408379754,0.007239707820607058,2.3140843526306734,0.03346328659969787
36,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4748742404584973,0.007239707820607058,2.3140843526306734,0.03346328659969787
37,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4748190747833342,0.007239707820607058,2.3140843526306734,0.03346328659969787
38,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4747642049915794,0.007239707820607058,2.3140843526306734,0.03346328659969787
39,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4747097323503871,0.007239707820607058,2.3140843526306734,0.03346328659969787
40,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4746557431398071,0.007239707820607058,2.3140843526306734,0.03346328659969787
41,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47460231021037474,0.007239707820607058,2.3140843526306734,0.03346328659969787
42,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47454949441995903,0.007239707820607058,2.3140843526306734,0.03346328659969787
43,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47449734595275883,0.007239707820607058,2.3140843526306734,0.03346328659969787
44,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47444590552489907,0.007239707820607058,2.3140843526306734,0.03346328659969787
45,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4743952054821404,0.007239707820607058,2.3140843526306734,0.03346328659969787
46,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4743452707958902,0.007239707820607058,2.3140843526306734,0.03346328659969787
47,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4742961199640669,0.007239707820607058,2.3140843526306734,0.03346328659969787
48,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47424776582352124,0.007239707820607058,2.3140843526306734,0.03346328659969787
49,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4742002162806852,0.007239707820607058,2.3140843526306734,0.03346328659969787
50,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4741534749669791,0.007239707820607058,2.3140843526306734,0.03346328659969787
51,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4741075418252595,0.007239707820607058,2.3140843526306734,0.03346328659969787
52,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47406241363330487,0.007239707820607058,2.3140843526306734,0.03346328659969787
53,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4740180844699903,0.007239707820607058,2.3140843526306734,0.03346328659969787
54,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4739745461294555,0.007239707820607058,2.3140843526306734,0.03346328659969787
55,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4739317884881937,0.007239707820607058,2.3140843526306734,0.03346328659969787
56,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47388979982963425,0.007239707820607058,2.3140843526306734,0.03346328659969787
57,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4738485671304279,0.007239707820607058,2.3140843526306734,0.03346328659969787
58,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4738080763122984,0.007239707820607058,2.3140843526306734,0.03346328659969787
59,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47376831246300033,0.007239707820607058,2.3140843526306734,0.03346328659969787
60,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47372926002960286,0.007239707820607058,2.3140843526306734,0.03346328659969787
61,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47369090298703603,0.007239707820607058,2.3140843526306734,0.03346328659969787
62,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47365322498455853,0.007239707820607058,2.3140843526306734,0.03346328659969787
63,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4736162094725547,0.007239707820607058,2.3140843526306734,0.03346328659969787
64,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47357983981183643,0.007239707820607058,2.3140843526306734,0.03346328659969787
65,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4735440993674127,0.007239707820607058,2.3140843526306734,0.03346328659969787
66,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47350897158848926,0.007239707820607058,2.3140843526306734,0.03346328659969787
67,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.47347444007628736,0.007239707820607058,2.3140843526306734,0.03346328659969787
68,run_1746381457,2025-05-04 13:57:37,small-world-high-s1,"100","3","5","1","small_world","75","small-world-high-s1","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.069865560793237,3.871697980697817,4.824057150486952,0.4734404886411039,0.007239707820607058,2.3140843526306734,0.03346328659969787
