step,run_id,timestamp,name,num_citizens="100",num_corporate_media="3",num_influencers="5",num_government="1",network_type="small_world",steps="75",simulationName="small-world-high-s3",truth_seeking_mean="0",truth_seeking_std="2.5",confirmation_bias_min="3",confirmation_bias_max="8",critical_thinking_min="3",critical_thinking_max="8",social_conformity_min="3",social_conformity_max="8",initial_trust_in_corporate="5",initial_trust_in_influencers="5",initial_trust_in_government="5",corporate_bias_min="-3",corporate_bias_max="3",truth_commitment_corporate="6",corporate_publication_rate="1",corporate_influence_reach="0.7",influencer_bias_min="-4",influencer_bias_max="4",truth_commitment_influencer="4",influencer_publication_rate="1",influencer_influence_reach="0.5",government_bias="1",truth_commitment_government="1",government_publication_rate="1",government_influence_reach="0.6",small_world_k="8",small_world_p="0.1",scale_free_m="3",random_p="0.1",avg_trust_corporate,avg_trust_government,avg_trust_influencer,avg_truth_assessment,trust_var_corporate,trust_var_government,trust_var_influencer
42,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.42756645664331283,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
43,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4275268860170762,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
44,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4274901311325302,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
45,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4274560035721731,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
46,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4274243289355365,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
47,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.42739494570753433,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
48,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.42736770421716597,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
49,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.42734246568053885,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
50,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4273191013223128,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
51,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.427297491569852,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
52,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4272775253146115,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
53,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.427259099235554,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
54,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4272421171796809,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
55,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4272264895950548,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
56,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.42721213301199895,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
57,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4271989695684436,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
58,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.42718692657569024,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
59,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4271759361211344,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
60,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.427165934704759,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
61,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.42715686290646104,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
62,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.42714866508151283,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
63,run_1746381470,2025-05-04 13:57:50,small-world-high-s3,"100","3","5","1","small_world","75","small-world-high-s3","0","2.5","3","8","3","8","3","8","5","5","5","-3","3","6","1","0.7","-4","4","4","1","0.5","1","1","1","0.6","8","0.1","3","0.1",5.002220688588975,4.179217573220311,4.882433262546039,0.4271412890816845,5.758005625425174e-06,1.9794300794332325,0.007913377880708295
